place_liste,nom,voix,pourcent_liste,voix_devolues,voix_apres_devolution,voix_restantes,position_elu,position_suppleance,commune,parti,lien
14,HANON Philippe,854,8.45,0,854,0,4,,SIVRY-RANCE,MIL,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_303.html
15,POUCET Michel,700,6.92,0,700,0,6,,SIVRY-RANCE,MIL,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_303.html
1,COLONVAL André,338,6.71,132,470,0,1,,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
2,NICOLAS-MICHIELS Dominique,403,8,0,403,0,4,,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
3,RENAUX Fabien,425,8.43,0,425,0,3,,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
4,DEBRUXELLES-DUSSARD Annie,470,9.33,0,470,0,2,,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
5,HENROTIN-CHARLIER Marie-Rose,325,6.45,0,325,0,,5,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
6,CRÉNÉRINE Micheline,403,8,0,403,0,,1,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
7,LEBEAU Marc,372,7.38,0,372,0,,3,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
8,KNOPS Claude,402,7.98,0,402,0,,2,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
9,EDART-BRIEZ Sylvie,273,5.42,0,273,0,,6,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
10,WIOT Christine,255,5.06,0,255,0,,10,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
11,PÉCHEUR Blaise,259,5.14,0,259,0,,8,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
12,VANNOPPEN Michaël,271,5.38,0,271,0,,7,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
13,GUISLAIN Georges,256,5.08,0,256,0,,9,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
14,LEURQUIN José,245,4.86,0,245,0,,11,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
15,CHARDON-LEGROS Gaby,343,6.81,0,343,0,,4,SIVRY-RANCE,SIRA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM56088_302.html
1,LAURENT Christophe,225,10.18,682,907,0,1,,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
2,BERT - BOTTEMANNE Emilie,114,5.16,0,114,0,,2,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
3,CATTEAU Thierry,129,5.83,0,129,0,,1,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
4,DELMELLE-HANIQUE Fabiola,43,1.94,0,43,0,,25,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
5,LECLERCQ Benoit,139,6.29,0,139,0,2,,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
6,MESTAG Véronique,68,3.08,0,68,0,,12,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
7,HENNEBERT Carl,55,2.49,0,55,0,,18,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
8,MILLEN Catherine,83,3.75,0,83,0,,7,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
9,KESTEMONT Jean-Philippe,53,2.4,0,53,0,,20,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
10,MONTEIRO DE MACEDO Hélène,74,3.35,0,74,0,,8,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
11,STÉVENS Christian,45,2.04,0,45,0,,23,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
12,DELIRE Aline,85,3.84,0,85,0,,6,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
13,HORLAIT William,44,1.99,0,44,0,,24,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
14,COLS Fanny,107,4.84,0,107,0,,3,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
15,AYDIN Murat,61,2.76,0,61,0,,14,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
16,BRUNEAU - BOUDRENGHIEN Monique,54,2.44,0,54,0,,19,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
17,LOSSIGNOL Dominique,70,3.17,0,70,0,,11,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
18,KOPERE YAMAGANDA Marie-Josée,60,2.71,0,60,0,,16,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
19,SIRAULT Benoit,71,3.21,0,71,0,,10,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
20,LAMBERT Bernadette,52,2.35,0,52,0,,21,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
21,RENAUD Jean-Luc,61,2.76,0,61,0,,15,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
22,HUPIN Anne,56,2.53,0,56,0,,17,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
23,DELMELLE Jean-Pierre,40,1.81,0,40,0,,26,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
24,VAN DEN DOOREN Astrid,68,3.08,0,68,0,,13,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
25,SUAIN Jacques,39,1.76,0,39,0,,27,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
26,KEMBLE Corinne,46,2.08,0,46,0,,22,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
27,DRAGUET Philippe,74,3.35,0,74,0,,9,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
28,CORTEMBOS Gaëtane,92,4.16,0,92,0,,5,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
29,DASCOTTE Marc,103,4.66,0,103,0,,4,SOIGNIES,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_9.html
1,DE SAINT MOULIN Marc,2.229,17.51,3.175,5.404,3.760,1,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
2,WINCKEL Fabienne,1.229,9.65,3.760,4.989,0,2,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
3,MAES Jean-Michel,692,5.44,0,692,0,3,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
4,DELHAYE Carinne,555,4.36,0,555,0,6,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
5,VAN DEN ABEELE Jean-Pol,591,4.64,0,591,0,5,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
6,FARIGOULE Marie-Laure,321,2.52,0,321,0,,5,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
7,VENDY Baudouin,492,3.86,0,492,0,9,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
8,BROWAEYS Séverine,222,1.74,0,222,0,,9,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
9,GOREZ Stéphane,352,2.76,0,352,0,,3,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
10,PREVOT Patrick,553,4.34,0,553,0,7,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
11,CANNEEL Mireille,182,1.43,0,182,0,,13,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
12,RIBEIRO DE BARROS Domingos,381,2.99,0,381,0,,1,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
13,BURGEON Carine,211,1.66,0,211,0,,10,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
14,RASSCHAERT Alain,551,4.33,0,551,0,8,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
15,MARCQ Julie,313,2.46,0,313,0,,7,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
16,EL FASSI Chiraz,168,1.32,0,168,0,,14,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
17,FRAGAPANE Stefano,148,1.16,0,148,0,,16,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
18,VAN MALLEGHEM Justine,338,2.65,0,338,0,,4,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
19,MARIN Christophe,411,3.23,0,411,0,11,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
20,DUPRIEZ Rebecca,162,1.27,0,162,0,,15,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
21,DUBOIS Hubert,633,4.97,0,633,0,4,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
22,MAJOIS-JACOBS Pascale,125,0.98,0,125,0,,18,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
23,GRATIA Grégory,231,1.81,0,231,0,,8,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
24,ALBERT Carline,131,1.03,0,131,0,,17,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
25,RAUX Freddy,357,2.8,0,357,0,,2,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
26,BAUDUIN Noële,184,1.45,0,184,0,,11,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
27,LEFRANT Chantal,184,1.45,0,184,0,,12,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
28,DEHOUST Jean-Bernard,321,2.52,0,321,0,,6,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
29,LECHIEN Emile,464,3.64,0,464,0,10,,SOIGNIES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_3.html
1,VERSLYPE Marc,1.015,10.89,2.843,3.858,693,1,,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
2,VAN OUDENHOVE -  BAETEN Elisabeth,226,2.43,693,919,0,2,,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
3,FERAIN Marc,515,5.53,0,515,0,6,,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
4,BECQ Yvelise,206,2.21,0,206,0,,10,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
5,HONDERMARCQ Laurent,384,4.12,0,384,0,,3,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
6,TAMINIAU Brigitte,405,4.35,0,405,0,,2,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
7,DERUWEZ Laurent,465,4.99,0,465,0,8,,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
8,SIMILLION Marie-Claire,180,1.93,0,180,0,,13,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
9,DELATTE Jean-Pierre,245,2.63,0,245,0,,4,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
10,BAISE Ludivine,220,2.36,0,220,0,,7,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
11,VAN OUDENHOVE Pierre,189,2.03,0,189,0,,11,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
12,DOBBELS Nathalie,457,4.9,0,457,0,,1,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
13,BORREMANS Louis-Philippe,509,5.46,0,509,0,7,,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
14,HAUTENAUVE Jacqueline,227,2.44,0,227,0,,6,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
15,CLERBOIS Pascal,188,2.02,0,188,0,,12,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
16,LAAIDI Aziza,207,2.22,0,207,0,,9,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
17,VAN DER EECKEN Sébastien,105,1.13,0,105,0,,19,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
18,PIÉRART - HANNOTIER Isabelle,99,1.06,0,99,0,,20,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
19,DE WULF Ruddy,213,2.29,0,213,0,,8,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
20,AUBECQ Anne-Lise,169,1.81,0,169,0,,16,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
21,COGNEAU Raphaël,235,2.52,0,235,0,,5,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
22,CARTON Isabelle,180,1.93,0,180,0,,14,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
23,COLIN Christophe,98,1.05,0,98,0,,21,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
24,MARBAIX Marie-Jeanne,137,1.47,0,137,0,,18,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
25,JONCKHEERE Gaby,171,1.83,0,171,0,,15,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
26,DENAUT - ALLARD Marianne,155,1.66,0,155,0,,17,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
27,FLAMENT Steve,554,5.94,0,554,0,5,,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
28,VAN HECKE Sylvie,684,7.34,0,684,0,4,,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
29,FLAMENT Guy,881,9.45,0,881,0,3,,SOIGNIES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_10.html
1,DESQUESNES François,1.397,10.8,2.621,4.018,1.235,1,,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
2,PLACE-ARNOULD Gisèle,637,4.92,1.235,1.872,0,2,,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
3,BRILLET Jacques,630,4.87,0,630,0,7,,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
4,VOLANTE Sandra,1.061,8.2,0,1.061,0,3,,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
5,HOST Vincent,534,4.13,0,534,0,8,,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
6,FRANCHIMONT-VAN DEUN Nadine,238,1.84,0,238,0,,12,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
7,DUQUENE Frederic,499,3.86,0,499,0,,3,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
8,STASSIN Françoise,203,1.57,0,203,0,,18,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
9,AUSSEMS Roland,381,2.94,0,381,0,,5,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
10,DEPAS-LEFEBVRE Sonia,930,7.19,0,930,0,4,,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
11,BISET Mathieu,360,2.78,0,360,0,,6,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
12,JASINSKI-BAUWENS Catherine,192,1.48,0,192,0,,19,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
13,DE GREEF Christophe,423,3.27,0,423,0,,4,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
14,SOUSA FERREIRA-HENNEKENS Séverine,163,1.26,0,163,0,,21,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
15,DECAMPS Claude,250,1.93,0,250,0,,11,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
16,DEVESELEER Camille,642,4.96,0,642,0,6,,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
17,GOOSSENS Michel,231,1.79,0,231,0,,13,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
18,DE ROECK Géraldine,208,1.61,0,208,0,,17,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
19,FERAIN Stéphane,171,1.32,0,171,0,,20,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
20,BOTTEMANNE Bénédicte,271,2.09,0,271,0,,10,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
21,LAHROUR Abdel,298,2.3,0,298,0,,8,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
22,VARLET-TONDEUR Colette,228,1.76,0,228,0,,14,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
23,DELECOCQ Guy,214,1.65,0,214,0,,16,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
24,DEGAUQUIER Véronique,224,1.73,0,224,0,,15,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
25,MAILLARD Henri,313,2.42,0,313,0,,7,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
26,HENNEKENS-BAISE Marie-Louise,281,2.17,0,281,0,,9,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
27,HOEBEKE José,511,3.95,0,511,0,,2,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
28,VAN HECKE-TAILLEMAN Christine,521,4.03,0,521,0,,1,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
29,PROCUREUR Jean-Paul,927,7.16,0,927,0,5,,SOIGNIES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM55040_18.html
1,DELPORTE Valérie,164,9.73,241,405,0,1,,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
2,BAUWIN Luc,140,8.3,0,140,0,,1,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
3,HALLET Danielle,118,7,0,118,0,,2,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
4,CAELEWAERT Serge,67,3.97,0,67,0,,10,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
5,HÉRION Vanessa,77,4.57,0,77,0,,7,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
6,VANDERSTRICHT Félix,74,4.39,0,74,0,,8,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
7,THAENS-ROUMITCH Valérie,67,3.97,0,67,0,,11,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
8,CORMANNE Marc,49,2.91,0,49,0,,16,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
9,HALLEUX Françoise,111,6.58,0,111,0,,3,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
10,LEDUC Fabian,55,3.26,0,55,0,,13,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
11,REYES MORAGA Mina,92,5.46,0,92,0,,6,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
12,GUILLITTE Laurent,55,3.26,0,55,0,,14,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
13,MAES Véronique,70,4.15,0,70,0,,9,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
14,NOËL Thierry,63,3.74,0,63,0,,12,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
15,LOWAGIE Bénédicte,53,3.14,0,53,0,,15,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
16,LANTREMANGE Hadrien,101,5.99,0,101,0,,5,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
17,HUBAUX Anne-Sophie,109,6.47,0,109,0,,4,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
18,TOUSSAINT Francis,47,2.79,0,47,0,,17,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
19,MAROY Brigitte,174,10.32,0,174,0,2,,SOMBREFFE,Ecolo,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_9.html
1,ROMAIN Olivier,500,15.1,374,874,20,1,,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
2,KEIMEUL Catherine,260,7.85,20,280,0,3,,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
3,BURTAUX Jonathan,385,11.63,0,385,0,2,,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
4,BRIDOUX Christian,240,7.25,0,240,0,4,,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
5,HAINAUT Betty,217,6.55,0,217,0,,1,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
6,DEGÉE Pascal,181,5.47,0,181,0,,3,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
7,LAVAUX Emilie,215,6.49,0,215,0,,2,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
8,DEMOUSTIER Alain,174,5.26,0,174,0,,4,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
9,LEJEUNE Micheline,156,4.71,0,156,0,,6,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
10,BRUTIN Sabine,135,4.08,0,135,0,,8,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
11,RAVET Maxime,161,4.86,0,161,0,,5,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
12,TERNEUS Annick,85,2.57,0,85,0,,11,SOMBREFFE,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM92114_3.html
