place_liste,nom,voix,pourcent_liste,voix_devolues,voix_apres_devolution,voix_restantes,position_elu,position_suppleance,commune,parti,lien
1,FERSINI Jean,1.717,20.74,1.789,3.506,1.090,1,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
2,ÖZEN Özlem,651,7.86,1.090,1.741,0,2,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
3,GRENIER Dominique,627,7.57,0,627,0,5,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
4,VALENTIN Vincent,414,5,0,414,0,7,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
5,TROTTA Graziana,751,9.07,0,751,0,3,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
6,STANDAERT Rudy,310,3.74,0,310,0,10,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
7,GEERAERTS Virginie,408,4.93,0,408,0,8,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
8,TAVERNINI Jean-Jacques,382,4.61,0,382,0,9,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
9,SPADAVECCHIA Vanessa,177,2.14,0,177,0,,2,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
10,BERDOYES Lionel,213,2.57,0,213,0,13,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
11,BAUDOUX Marguerite,70,0.85,0,70,0,,7,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
12,FERRIÈRE Olivier,171,2.07,0,171,0,,3,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
13,LEGRAND Anita,121,1.46,0,121,0,,5,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
14,MEDINA-MERCHAN Francisco,252,3.04,0,252,0,12,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
15,STANIEWSKI Kristel,147,1.78,0,147,0,,4,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
16,DEMARS Didier,188,2.27,0,188,0,,1,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
17,VANDE VELDE Marie-Laurence,121,1.46,0,121,0,,6,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
18,CALVETTI Dorothée,68,0.82,0,68,0,,8,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
19,BANCU Daniel,558,6.74,0,558,0,6,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
20,AZZAZ Walaba,258,3.12,0,258,0,11,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
21,DAUVIN Guy,676,8.16,0,676,0,4,,AISEAU-PRESLES,P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
1,MARIQUE JEAN PIERRE,239,20.19,319,558,28,1,,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
2,DAGNELY NADINE,71,6,28,99,0,2,,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
3,SIDIS SAMY,90,7.6,0,90,0,,1,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
4,MASSET JORDAN,53,4.48,0,53,0,,8,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
5,MICHAUX-HAUTENNE MYRIAM,59,4.98,0,59,0,,6,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
6,LAMBILLOTTE ANNIE,56,4.73,0,56,0,,7,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
7,GILMAIRE DANIEL,62,5.24,0,62,0,,4,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
8,JACOBS VALERIE,31,2.62,0,31,0,,12,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
9,HENIN JEAN,68,5.74,0,68,0,,3,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
10,HENDRICKX FLORENT,62,5.24,0,62,0,,5,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
11,LALA CARMELINA,81,6.84,0,81,0,,2,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
12,ADAM CHARLES,31,2.62,0,31,0,,13,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
13,TERZI ORNELLA,37,3.13,0,37,0,,11,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
14,COSTANZO MARIA,40,3.38,0,40,0,,10,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
15,DEBROUX JEAN,30,2.53,0,30,0,,14,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
16,DUVIVIER JEANNINE,23,1.94,0,23,0,,18,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
17,GOFFIN FREDERIC,23,1.94,0,23,0,,19,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
18,DUFOUR LIDIA,28,2.36,0,28,0,,16,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
19,PEZZETTI VITTORIO,27,2.28,0,27,0,,17,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
20,AVICE LUCETTE,30,2.53,0,30,0,,15,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
21,VANKERKOVEN VINCENT,43,3.63,0,43,0,,9,AISEAU-PRESLES,MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
1,CHARLIER Philippe,468,12.7,1.259,1.727,214,1,,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
2,MAHIEU Frédérique,153,4.15,214,367,0,2,,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
3,SMOLDERS Laurence,264,7.16,0,264,0,6,,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
4,GERACI Bernardo,135,3.66,0,135,0,,5,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
5,BIERWART Jean-Pierre,212,5.75,0,212,0,,3,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
6,KAYA Ali,328,8.9,0,328,0,4,,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
7,HALSEN Janine,105,2.85,0,105,0,,7,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
8,BEN MEKKI Abdelilah,88,2.39,0,88,0,,9,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
9,RUGGIN Maria,104,2.82,0,104,0,,8,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
10,HUCQ Gérard,343,9.31,0,343,0,3,,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
11,MECO Antonella,186,5.05,0,186,0,,4,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
12,MARLIER Frédéric,75,2.04,0,75,0,,12,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
13,GECE Chantal,115,3.12,0,115,0,,6,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
14,TOZZI Jean-Pierre,69,1.87,0,69,0,,13,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
15,RUBAY Nancy,63,1.71,0,63,0,,15,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
16,WILLEM Mireille,65,1.76,0,65,0,,14,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
17,MORAUX Jean-Marie,249,6.76,0,249,0,,1,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
18,SEELMANS Sabine,83,2.25,0,83,0,,10,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
19,HAMEG Moktar,228,6.19,0,228,0,,2,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
20,HINANT Murielle,80,2.17,0,80,0,,11,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
21,GROLAUX Jean-Claude,272,7.38,0,272,0,5,,AISEAU-PRESLES,ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
1,JAVAUX Jean Michel,3.647,30.89,852,4.499,5.126,1,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
2,CAPRASSE Stéphanie,659,5.58,3.840,4.499,1.286,2,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
3,BOCCAR Daniel,515,4.36,1.286,1.801,0,3,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
4,DAVIGNON Janine,625,5.29,0,625,0,4,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
5,PIRE Grégory,463,3.92,0,463,0,6,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
6,RENAUX Denise,273,2.31,0,273,0,,6,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
7,VINCENT Alain,292,2.47,0,292,0,,2,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
8,BRUYNINCKX Nathalie,290,2.46,0,290,0,,4,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
9,DELVAUX Daniel,316,2.68,0,316,0,14,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
10,STALMANS Marie-Ange,284,2.41,0,284,0,,5,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
11,MAINFROID Pol,431,3.65,0,431,0,7,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
12,HOUSSA Virginie,327,2.77,0,327,0,12,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
13,LACROIX Guy,269,2.28,0,269,0,,7,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
14,JACOB Julie,328,2.78,0,328,0,11,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
15,PINCHART Steve,255,2.16,0,255,0,,9,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
16,MOREAU Sylvie,369,3.13,0,369,0,9,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
17,LACROIX Didier,300,2.54,0,300,0,,1,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
18,TONNON Christel,348,2.95,0,348,0,10,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
19,DELCOURT Gilles,422,3.57,0,422,0,8,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
20,BORGNET Corinne,291,2.46,0,291,0,,3,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
21,REUMONT Alexandre,256,2.17,0,256,0,,8,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
22,DELHEZ Catherine,320,2.71,0,320,0,13,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
23,MELON Luc,526,4.46,0,526,0,5,,AMAY,ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
1,COLLIGNON Robert,1.825,18.4,923,2.748,665,1,,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
2,FOUARGE Pascale,416,4.19,665,1.081,0,2,,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
3,IANIERO Angelo,323,3.26,0,323,0,,6,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
4,FRANCKSON Willy,447,4.51,0,447,0,8,,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
5,GODDEVRIND Mélanie,268,2.7,0,268,0,,9,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
6,ROLY Bénédicte,243,2.45,0,243,0,,11,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
7,PLOMTEUX Marc,477,4.81,0,477,0,7,,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
8,ERASTE Isabelle,520,5.24,0,520,0,5,,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
9,DE MARCO David,508,5.12,0,508,0,6,,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
10,DELIZEE Marc,430,4.33,0,430,0,,2,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
11,HAUTECLAIR Marie-Christine,289,2.91,0,289,0,,7,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
12,VANBRABANT Michel,404,4.07,0,404,0,,3,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
13,ESSERS Anik,159,1.6,0,159,0,,15,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
14,TORREBORRE Raphaël,663,6.68,0,663,0,4,,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
15,TIMSONET André,248,2.5,0,248,0,,10,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
16,BACQ Isabelle,278,2.8,0,278,0,,8,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
17,KULZER Joëlle,192,1.94,0,192,0,,14,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
18,BASIAU Daniel,197,1.99,0,197,0,,13,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
19,PEGORARO Géraldine,229,2.31,0,229,0,,12,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
20,VELLE Thierry,342,3.45,0,342,0,,5,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
21,GIROUL-VRYDAGHS Nicole,349,3.52,0,349,0,,4,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
22,LHOMME Jean-Luc,447,4.51,0,447,0,,1,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
23,SOHET Vinciane,667,6.72,0,667,0,3,,AMAY,PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
1,VANDERVORST Werner,89,16.39,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
2,PAQUOT Jessica,44,8.1,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
3,VITOUX Benoît,39,7.18,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
4,ARNOLD Rachel,35,6.45,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
5,HENROT Jean,27,4.97,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
6,ROSOUX - VERSCHUEREN Solange,38,7,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
7,LEGAST Cédric,34,6.26,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
8,CAO Luigina,30,5.52,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
9,HERVELLE Pascale,29,5.34,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
10,COLAS Luc,22,4.05,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
11,LEPORCQ Anne,24,4.42,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
12,ROSOUX Jean,30,5.52,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
13,RONGCHAMPS - GAILLARD Claude,19,3.5,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
14,DESSART André,36,6.63,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
15,SCHIEPERS - BAJOT Nelly,47,8.66,-,-,-,-,,AMAY,CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
1,TILMAN Benoit,264,20.2,74,338,23,1,,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
2,GILLES Ludivine,49,3.75,23,72,0,,5,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
3,MÉLON Christophe,113,8.65,0,113,0,,2,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
4,DEBART François,143,10.94,0,143,0,,1,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
5,DESTOOP Françoise,39,2.98,0,39,0,,10,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
6,CASTRONOVO François,78,5.97,0,78,0,,3,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
7,HALLUT Isabelle,42,3.21,0,42,0,,9,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
8,THIRION René,47,3.6,0,47,0,,6,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
9,LEPRINCE Françoise,24,1.84,0,24,0,,21,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
10,OGER Vincent,39,2.98,0,39,0,,11,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
11,GRAINDORGE Béatrice,37,2.83,0,37,0,,14,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
12,LEBEAU Jérôme,43,3.29,0,43,0,,8,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
13,DÉDOUAIRE Graziella,22,1.68,0,22,0,,22,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
14,BELLEMANS Robert,39,2.98,0,39,0,,12,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
15,OLIKIER Audrey,31,2.37,0,31,0,,18,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
16,CABU Steven,36,2.75,0,36,0,,15,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
17,KOUPRIANOFF Laetitia,29,2.22,0,29,0,,19,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
18,PIRSON Gregory,33,2.52,0,33,0,,16,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
19,CHASLIN - CHOUFFART Dominique,27,2.07,0,27,0,,20,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
20,ROLAND Joëlle,32,2.45,0,32,0,,17,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
21,MERCIER Christian,38,2.91,0,38,0,,13,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
22,DELORGE - MARQUET Paulette,44,3.37,0,44,0,,7,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
23,LEPLAT Pascal,58,4.44,0,58,0,,4,AMAY,AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
1,SCHUMACHER Nikolaus,1.357,14.88,578,1.935,1.078,1,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
2,CURNEL Nicole,466,5.11,1.078,1.544,0,2,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
3,MERTES Norbert,473,5.19,0,473,0,8,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
4,MASSON Sabina,424,4.65,0,424,0,11,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
5,PAUELS Franz,459,5.03,0,459,0,9,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
6,TRANTES Walburga,395,4.33,0,395,0,,2,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
7,WIESEMES Stephan,528,5.79,0,528,0,6,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
8,SCHMATZ Virginie,403,4.42,0,403,0,,1,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
9,DURBEN Stefan,420,4.61,0,420,0,12,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
10,BERENS Pia,348,3.82,0,348,0,,5,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
11,STOFFELS Edmund,724,7.94,0,724,0,4,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
12,van der PUTTEN Elisabeth,368,4.04,0,368,0,,3,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
13,THOMÉ Marcel,527,5.78,0,527,0,7,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
14,METLEN Ingrid,366,4.01,0,366,0,,4,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
15,MARQUET Karl,557,6.11,0,557,0,5,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
16,VEITHEN Monika,458,5.02,0,458,0,10,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
17,WIESEMES Erik,844,9.26,0,844,0,3,,AMBLÈVE,GI-Amel,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_298.html
1,ORTMANNS Peter,462,11.11,141,603,27,1,,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
2,JODOCY Elisabeth,301,7.24,27,328,0,4,,AMBLÈVE,GZ-MACH MIT!,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM63001_297.html
