place_liste,nom,voix,pourcent_liste,voix_devolues,voix_apres_devolution,voix_restantes,position_elu,position_suppleance,commune,parti,lien
1,VAN LYSEBETTEN Nadine,700,28.32,806,1.506,336,1,,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
2,LICHTERT Dirk,240,9.71,336,576,0,2,,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
3,DE DEKEN Hugo,176,7.12,0,176,0,,1,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
4,KESSEN Shanna,126,5.1,0,126,0,,5,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
5,BRAECKMAN Anaïs,135,5.46,0,135,0,,3,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
6,DE DEKEN Anne-Marie,132,5.34,0,132,0,,4,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
7,VAN LYSEBETTEN Maurice,110,4.45,0,110,0,,8,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
8,ROOSE Bruno,115,4.65,0,115,0,,6,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
9,PENNINCKX Cynthia,114,4.61,0,114,0,,7,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
10,VERMEULEN Judith,105,4.25,0,105,0,,9,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
11,RINDIGNEZ Jozef,85,3.44,0,85,0,,13,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
12,GOOSSENS Angèle,93,3.76,0,93,0,,12,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
13,DE NEEF Achille,99,4,0,99,0,,11,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
14,VEREST Juliana,100,4.05,0,100,0,,10,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
15,DE SAEDELEER Jean-Pierre,142,5.74,0,142,0,,2,ANDERLECHT,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_144.html
1,VAN GOIDSENHOVEN Gaëtan,5.003,22.08,5.869,10.872,7.669,1,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
2,CASSART Monique,1.786,7.88,7.669,9.455,0,2,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
3,BOELPAEPE Jean-Jacques,903,3.99,0,903,0,5,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
4,VANDENBOSSCHE Walter,1.067,4.71,0,1.067,0,3,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
5,CARLIER Françoise,1.045,4.61,0,1.045,0,4,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
6,DIELIS Christophe,829,3.66,0,829,0,6,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
7,ADINE Kamal,401,1.77,0,401,0,14,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
8,DUBRU Oscar,537,2.37,0,537,0,10,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
9,VANPEVENAGE Anne-Marie,393,1.73,0,393,0,,1,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
10,BRUSSEEL Ann,467,2.06,0,467,0,11,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
11,MICHIELS Patricia,317,1.4,0,317,0,,2,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
12,GARTI MOULKI Mohamed,176,0.78,0,176,0,,24,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
13,BAJAT Myriam,333,1.47,0,333,0,,5,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
14,MERTENS Anne,574,2.53,0,574,0,9,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
15,VAN HEE Stefaan,298,1.32,0,298,0,,12,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
16,BERTRAND Didier,426,1.88,0,426,0,12,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
17,PYPENS René,577,2.55,0,577,0,8,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
18,ULUSOY Mustafa,422,1.86,0,422,0,13,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
19,SOUSSI R' BIHI Laeila,212,0.94,0,212,0,,21,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
20,LONGIN Erik,370,1.63,0,370,0,,3,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
21,T'SJOEN Jacqueline,202,0.89,0,202,0,,22,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
22,TUZOLANA Albert,150,0.66,0,150,0,,27,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
23,GRÉGOIRE Nicolas,193,0.85,0,193,0,,23,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
24,SMEESTERS Joëlle,268,1.18,0,268,0,,14,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
25,RAFAÊ M'RABET Farida,110,0.49,0,110,0,,31,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
26,VAN DE ZANDSCHULP Jacob,156,0.69,0,156,0,,26,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
27,BOUQUET Michaël,220,0.97,0,220,0,,20,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
28,FIERIN Carine,237,1.05,0,237,0,,16,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
29,DEDA Vera,136,0.6,0,136,0,,29,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
30,HAESEBROUCK Damienne,225,0.99,0,225,0,,19,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
31,ROY Léa Christine,270,1.19,0,270,0,,13,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
32,MAHIEU Nathalie,346,1.53,0,346,0,,4,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
33,POUPART Pascal,237,1.05,0,237,0,,17,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
34,BAYET Marianne,299,1.32,0,299,0,,11,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
35,TUSALAMO-BAYIZILA Mathieu,118,0.52,0,118,0,,30,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
36,MATTHEUS Pieter-Jan,308,1.36,0,308,0,,9,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
37,MOTTINT Yun Hee,331,1.46,0,331,0,,6,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
38,VANDYCK Achille-Junior,801,3.54,0,801,0,7,,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
39,ASIF Mohammad,108,0.48,0,108,0,,32,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
40,VANDERMEULEN Adeline,232,1.02,0,232,0,,18,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
41,PENNEWAERT Nada,139,0.61,0,139,0,,28,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
42,FLINT-VANHIXE Nadia,246,1.09,0,246,0,,15,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
43,CHRYSOSTOME Chantalia,82,0.36,0,82,0,,33,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
44,RIGO Dalida,307,1.35,0,307,0,,10,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
45,TAILDEMAN Laurent,166,0.73,0,166,0,,25,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
46,RAVERT Daniel,312,1.38,0,312,0,,8,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
47,VANDECASTEELE Guy,324,1.43,0,324,0,,7,ANDERLECHT,LB,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_172.html
1,DEPRÉ Danielle,962,18.43,1.663,2.625,419,1,,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
2,KESTEMONT Alain,359,6.88,419,778,0,2,,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
3,EMPAIN Patricia,265,5.08,0,265,0,3,,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
4,BENMRAH Halina,195,3.74,0,195,0,,1,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
5,MOINY-BISTER Anne,116,2.22,0,116,0,,8,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
6,MBAYA KADIA Dominique,79,1.51,0,79,0,,16,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
7,BRACKE Nathalie,141,2.7,0,141,0,,4,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
8,GARFUNKEL Daniel,127,2.43,0,127,0,,6,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
9,LOOP Emmanuel,116,2.22,0,116,0,,9,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
10,MARQUEGNIES Simon,136,2.61,0,136,0,,5,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
11,FOULON Marie,186,3.56,0,186,0,,2,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
12,VANDERTRAPPEN Jan,81,1.55,0,81,0,,15,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
13,BOULAHYA Sofyan,64,1.23,0,64,0,,28,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
14,PENNINCKX Michel,85,1.63,0,85,0,,11,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
15,GUERTI Magda,57,1.09,0,57,0,,35,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
16,SYMONS Jean-Luc,95,1.82,0,95,0,,10,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
17,TAMBOUR Claude,84,1.61,0,84,0,,13,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
18,GODFROID Léon,55,1.05,0,55,0,,37,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
19,VAN DEN MEERSCHE Luc,84,1.61,0,84,0,,14,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
20,RAFIQ Shazia,74,1.42,0,74,0,,20,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
21,BOUHON Gustave,52,1,0,52,0,,38,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
22,STURBOIS-RIZZO Alessandra,61,1.17,0,61,0,,31,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
23,LUXEN Jean-Claude,74,1.42,0,74,0,,21,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
24,SERNEELS Jacqueline,75,1.44,0,75,0,,18,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
25,ARSLAN Ahmet,120,2.3,0,120,0,,7,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
26,CANTINEAU Marie,68,1.3,0,68,0,,24,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
27,de VOS Hélène,65,1.25,0,65,0,,27,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
28,VERBRUGGEN Albert,76,1.46,0,76,0,,17,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
29,ABENA Edvige,85,1.63,0,85,0,,12,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
30,NIX Pascal,47,0.9,0,47,0,,41,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
31,WILCZEK Lucienne,48,0.92,0,48,0,,40,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
32,GENINAZZI Isabella,61,1.17,0,61,0,,32,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
33,HEYNEMAN Fabienne,61,1.17,0,61,0,,33,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
34,BRANCKAERT Thomas,69,1.32,0,69,0,,23,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
35,MASSAR Renée,64,1.23,0,64,0,,29,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
36,GÉRARD Marie-Thérèse,63,1.21,0,63,0,,30,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
37,MARLIÈRE Raymonde,68,1.3,0,68,0,,25,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
38,DEMEUR Flore,68,1.3,0,68,0,,26,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
39,MIANZUILA MAKUSA Joseph,52,1,0,52,0,,39,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
40,NATIS Magali,60,1.15,0,60,0,,34,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
41,VANWYMEERSCH Bernard,43,0.82,0,43,0,,44,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
42,VAN WIN Démétrie,45,0.86,0,45,0,,43,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
43,VEYT Jacques,47,0.9,0,47,0,,42,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
44,THIBAUT Germaine,57,1.09,0,57,0,,36,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
45,RANSY Claude,75,1.44,0,75,0,,19,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
46,DOSOGNE Eric,71,1.36,0,71,0,,22,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
47,RENIERS Pierre,183,3.51,0,183,0,,3,ANDERLECHT,FDF,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_129.html
1,DEBRY Philippe,1.128,12.01,3.087,4.215,1.281,1,,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
2,DEVLOO Ann-Kristien,433,4.61,1.281,1.714,0,2,,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
3,DROUART Jérémie,487,5.19,0,487,0,3,,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
4,MÜLLER-HÜBSCH Susanne,310,3.3,0,310,0,5,,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
5,AYARI Aïcha,290,3.09,0,290,0,,1,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
6,RYGAERT François,184,1.96,0,184,0,,2,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
7,NEUZY Alan,219,2.33,0,219,0,,9,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
8,WARNOTTE Sylvie,246,2.62,0,246,0,,6,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
9,RIGGI Loredana,177,1.88,0,177,0,,12,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
10,SMOUTER Kim,177,1.88,0,177,0,,13,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
11,RANDISI Giuseppe,165,1.76,0,165,0,,15,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
12,NOEL Christine,160,1.7,0,160,0,,18,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
13,VAN LIERDE-VAN NUFFEL Julie,260,2.77,0,260,0,,4,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
14,KACPRZYCKI Wojciech,221,2.35,0,221,0,,8,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
15,MISHALLE Luc,123,1.31,0,123,0,,29,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
16,LURQUIN Christine,150,1.6,0,150,0,,24,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
17,VANDEN BOSCH Anne,248,2.64,0,248,0,,5,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
18,TAHIRI Abdelhak,184,1.96,0,184,0,,11,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
19,LUX Pierre-Yves,162,1.73,0,162,0,,17,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
20,HIERGENS Karen,127,1.35,0,127,0,,27,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
21,GUILLOT Coralie,119,1.27,0,119,0,,32,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
22,VOGLAIRE Philippe,124,1.32,0,124,0,,28,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
23,VANWELDE Luc,334,3.56,0,334,0,4,,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
24,CEYSENS Marie,151,1.61,0,151,0,,23,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
25,VAN DE VELDE Leen,155,1.65,0,155,0,,20,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
26,DEVILERS Robert,87,0.93,0,87,0,,41,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
27,COLARD Julien,157,1.67,0,157,0,,19,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
28,HONOREZ Nicole,116,1.24,0,116,0,,34,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
29,FRERET Fanny,111,1.18,0,111,0,,35,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
30,BOONE Marc,101,1.08,0,101,0,,37,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
31,DETAILLE Thierry,101,1.08,0,101,0,,38,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
32,MARCHAL Christine,150,1.6,0,150,0,,25,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
33,FIERENS Catherine,123,1.31,0,123,0,,30,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
34,VERBRUGGEN Guy,119,1.27,0,119,0,,33,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
35,DEMOL Pierre,123,1.31,0,123,0,,31,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
36,LORANT Sarah,173,1.84,0,173,0,,14,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
37,DE CONINCK Isabelle,152,1.62,0,152,0,,22,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
38,LINARD Marc,164,1.75,0,164,0,,16,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
39,VAN WASSENHOVEN Robert,66,0.7,0,66,0,,42,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
40,LENAERTS Els,154,1.64,0,154,0,,21,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
41,MNASRI Sonia,138,1.47,0,138,0,,26,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
42,RANDISI Francesco,105,1.12,0,105,0,,36,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
43,CASSIERS Bernard,91,0.97,0,91,0,,40,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
44,MONZIBILA NYENYE Vanessa,100,1.06,0,100,0,,39,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
45,LINARD Sarah,233,2.48,0,233,0,,7,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
46,ELMANTI Mohamed,188,2,0,188,0,,10,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
47,LAMBERTS Philippe,304,3.24,0,304,0,,3,ANDERLECHT,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_128.html
1,BOGEMANS Louis,501,24.99,314,815,6,1,,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
2,DE ROOVER Séra,105,5.24,6,111,0,,1,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
3,BRACKE Frank,93,4.64,0,93,0,,7,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
4,VAN DROOGENBROECK Maria,108,5.39,0,108,0,,4,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
5,CNUDDE Roger,102,5.09,0,102,0,,5,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
6,STAS Robert,73,3.64,0,73,0,,10,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
7,VANDEVELDE Tony,101,5.04,0,101,0,,6,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
8,SWIES Renata,66,3.29,0,66,0,,13,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
9,VANDE WALLE Andrée,73,3.64,0,73,0,,11,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
10,ASSYS Roland,62,3.09,0,62,0,,16,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
11,DE BECKER Daniel,117,5.84,0,117,0,,2,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
12,MISSAIR Madeleine,66,3.29,0,66,0,,14,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
13,VAN SNICK Virginie,86,4.29,0,86,0,,8,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
14,DOMAGALA Dorota,72,3.59,0,72,0,,12,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
15,VANBELLINGHEN Christophe,85,4.24,0,85,0,,9,ANDERLECHT,VLAAMS BELANG,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21001_123.html
