place_liste,nom,voix,pourcent_liste,voix_devolues,voix_apres_devolution,voix_restantes,position_elu,position_suppleance,commune,parti,lien
15,VAN CUTSEM Violaine,100,2.84,0,100,0,,6,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
16,HANSSENS Bart,66,1.87,0,66,0,,19,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
17,COLLARD Claire,84,2.38,0,84,0,,11,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
18,HEUREUX Dominique,64,1.81,0,64,0,,21,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
19,VANNIEUWENHUYZE Elodie,73,2.07,0,73,0,,14,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
20,VERHAEGEN Jacques,71,2.01,0,71,0,,15,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
21,LION Martine,85,2.41,0,85,0,,10,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
22,DAIBES Awni,64,1.81,0,64,0,,22,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
23,EL GHORFI Sarah,129,3.66,0,129,0,,4,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
24,BRIBOSIA Olivier,51,1.45,0,51,0,,28,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
25,CREMERS Nathalie,63,1.79,0,63,0,,24,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
26,BAUDOT Philippe,71,2.01,0,71,0,,16,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
27,WERY Marie-Dominique,45,1.28,0,45,0,,29,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
28,GODIN Axel,52,1.47,0,52,0,,27,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
29,TORBEYNS Marleen,65,1.84,0,65,0,,20,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
30,DUJARDIN Bruno,64,1.81,0,64,0,,23,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
31,VANSTEENWINCKEL Danielle,61,1.73,0,61,0,,25,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
32,COLLIN Christine,83,2.35,0,83,0,,12,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
33,WERTZ Vincent,108,3.06,0,108,0,,5,EVERE,ECOLO-GROEN,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_128.html
1,VANDER ELST Alain,885,25.47,1.665,2.550,1.971,1,,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
2,TEK Belma,295,8.49,1.971,2.266,0,2,,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
3,HENDRICKX Fernand,179,5.15,0,179,0,4,,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
4,DEROME Fabienne,162,4.66,0,162,0,5,,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
5,BONDU Marc,252,7.25,0,252,0,3,,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
6,CHAFTAR Laurent,117,3.37,0,117,0,,1,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
7,VERBOOMEN Christelle,103,2.96,0,103,0,,2,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
8,CESAR Luc,76,2.19,0,76,0,,5,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
9,FOQUET Sabine,94,2.71,0,94,0,,3,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
10,MELO FERREIRA Leandro,47,1.35,0,47,0,,18,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
11,EMPAIN Martine,94,2.71,0,94,0,,4,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
12,EVRAERT Guy,67,1.93,0,67,0,,6,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
13,MERTENS Chantal,64,1.84,0,64,0,,8,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
14,DE KLEERMAEKER Frank,47,1.35,0,47,0,,19,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
15,DEBEL Martine,61,1.76,0,61,0,,11,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
16,CHAFTAR Samy,62,1.78,0,62,0,,10,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
17,DEHEYN Ghislaine,57,1.64,0,57,0,,12,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
18,COSENTINO Paola,39,1.12,0,39,0,,22,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
19,SPAENS Isabelle,64,1.84,0,64,0,,9,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
20,GEETS Muriel,51,1.47,0,51,0,,14,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
21,KESTELOOT Dominique,42,1.21,0,42,0,,20,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
22,RODRIGUES Carine,51,1.47,0,51,0,,15,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
23,DJONI Peter,35,1.01,0,35,0,,24,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
24,RAUSENS Nadia,41,1.18,0,41,0,,21,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
25,DJONI Egzon,30,0.86,0,30,0,,26,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
26,CHRISTIAENS Chloë,65,1.87,0,65,0,,7,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
27,DELLA FIORA Marc,29,0.83,0,29,0,,27,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
28,LAUWERS Sabine,52,1.5,0,52,0,,13,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
29,HEYMBEECK Pieter,36,1.04,0,36,0,,23,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
30,LOOZE Valérie,49,1.41,0,49,0,,17,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
31,DOUMONT Serge,35,1.01,0,35,0,,25,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
32,WATERLOT Claudine,51,1.47,0,51,0,,16,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
33,TROUSSON Philippe,142,4.09,0,142,0,6,,EVERE,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_172.html
1,FRANÇOIS-MBOMBO TSHIDIMBA Sylvie,289,9.65,560,849,0,1,,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
2,LIBERT Yves,169,5.64,0,169,0,,1,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
3,CHIKHI Rachid,259,8.65,0,259,0,2,,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
4,CRISPIN Morgane,90,3.01,0,90,0,,8,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
5,QUINET Fabrice,73,2.44,0,73,0,,9,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
6,KHEDDOUMI Mohamed,218,7.28,0,218,0,3,,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
7,LAURENT Nathalie,118,3.94,0,118,0,,6,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
8,BOUGARD Michaël,111,3.71,0,111,0,,7,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
9,SIGALAS Ekaterini,65,2.17,0,65,0,,12,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
10,SRIHI Jihad,142,4.74,0,142,0,,3,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
11,AMAND Nadine,71,2.37,0,71,0,,11,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
12,MUKANYA MWINJI-BABADI,142,4.74,0,142,0,,4,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
13,MUREZ Jacqueline,60,2,0,60,0,,15,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
14,EVRARD Olivier,60,2,0,60,0,,16,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
15,LOLINGA Ayika,122,4.07,0,122,0,,5,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
16,GILLE Marc,48,1.6,0,48,0,,24,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
17,AQUINO PEREZ Iris,40,1.34,0,40,0,,27,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
18,CLAES Georges,54,1.8,0,54,0,,18,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
19,DESCAMPS Patricia,65,2.17,0,65,0,,13,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
20,ZUCCA Simonne,49,1.64,0,49,0,,22,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
21,DASSY René,61,2.04,0,61,0,,14,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
22,PERSKA Urszula,51,1.7,0,51,0,,19,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
23,UYTTENDAELE Stéphane,49,1.64,0,49,0,,23,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
24,GIGOVA Desislava,36,1.2,0,36,0,,30,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
25,DE PAUW Roger,39,1.3,0,39,0,,28,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
26,STUKKENS Anne-Marie,50,1.67,0,50,0,,21,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
27,SPIRLET Jean-Marie,44,1.47,0,44,0,,26,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
28,RUGOVAJ Ardita,73,2.44,0,73,0,,10,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
29,PLISSART Emmanuel,48,1.6,0,48,0,,25,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
30,RENARD Jeannine,51,1.7,0,51,0,,20,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
31,FRANÇOIS Alain,57,1.9,0,57,0,,17,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
32,SCHERRENS Christiane,38,1.27,0,38,0,,29,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
33,AiSSA Saïda,153,5.11,0,153,0,,2,EVERE,CDH,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_137.html
1,VERVOORT Rudi,2.744,22.19,3.491,6.235,9.189,1,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
2,LEPOIVRE-DAELS Eliane,470,3.8,5.765,6.235,3.424,2,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
3,MUYLLE Pierre,411,3.32,3.424,3.835,0,3,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
4,SAIDI Fatiha,656,5.31,0,656,0,5,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
5,CORTEN Jef,504,4.08,0,504,0,6,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
6,CLAJOT-DEROCHETTE Dominique,345,2.79,0,345,0,9,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
7,BEOZIERE Christian,322,2.6,0,322,0,13,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
8,LEVIEUX Véronique,287,2.32,0,287,0,16,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
9,GOBERECHT Pierre,164,1.33,0,164,0,,1,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
10,RAETS Martine,328,2.65,0,328,0,11,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
11,POLLET Georges,339,2.74,0,339,0,10,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
12,BOUKO Karin,165,1.33,0,165,0,,2,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
13,CORDONNIER David,222,1.8,0,222,0,,3,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
14,CHRISTOFFEL-DE VOS Renée,152,1.23,0,152,0,,16,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
15,VANCLAIRE Laurent,206,1.67,0,206,0,,10,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
16,DELAET Jacqueline,202,1.63,0,202,0,,11,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
17,INCE Ali Ihsan,430,3.48,0,430,0,7,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
18,MEERT Nadine,178,1.44,0,178,0,,12,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
19,SMETS Maurice,251,2.03,0,251,0,,7,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
20,DEBEUCKELAERE Katrien,126,1.02,0,126,0,,17,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
21,VAN BRUSSEL Robert,258,2.09,0,258,0,,6,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
22,HAELVOET Ingrid,386,3.12,0,386,0,8,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
23,VAN de VELDE Michel,153,1.24,0,153,0,,14,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
24,CLIQUET Pauline,153,1.24,0,153,0,,15,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
25,MUYLAERT Yvan,222,1.8,0,222,0,,9,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
26,DE GREEF Julie,156,1.26,0,156,0,,13,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
27,LEPOIVRE Sébastien,327,2.64,0,327,0,12,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
28,BENALLAL Latifa,266,2.15,0,266,0,,5,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
29,CHAHID Ridouane,286,2.31,0,286,0,,4,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
30,DELHAYE Louise,320,2.59,0,320,0,14,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
31,VERVOORT Mathieu,302,2.44,0,302,0,15,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
32,LEPAGE Nicole,229,1.85,0,229,0,,8,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
33,VANHENGEL Guy,805,6.51,0,805,0,4,,EVERE,LB RUDI VERVOORT,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_132.html
1,LIENS Jean-Luc,293,43.02,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
2,DEFAWEUX-BANCKAERT Martine,55,8.08,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
3,SANCHEZ-GARCIA Enrique,62,9.1,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
4,CUYT Monique,56,8.22,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
5,TIMMERMANS Jean-Pierre,39,5.73,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
6,LAMBERT Jacqueline,35,5.14,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
7,SAMI Boubker,24,3.52,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
8,LANHOVE Micheline,43,6.31,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
9,JANSSENS Paul,74,10.87,-,-,-,-,,EVERE,LIENS,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_150.html
1,DE SMEDT Eddy,260,39.63,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
2,DEMEUNIER Astrid,48,7.32,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
3,MISSAIR Michel,41,6.25,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
4,VANDERKELEN Brigitte,37,5.64,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
5,VANDERCAM Alain,37,5.64,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
6,VANHAMME Marie,43,6.55,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
7,CHOUARD Simon,30,4.57,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
8,VAN den DRIESSCHE Marlène,34,5.18,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
9,SCHUYTEN Walter,23,3.51,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
10,MOREELS Nicole,36,5.49,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
11,HANSON Jean-Claude,29,4.42,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
12,BAUSIERE Christiane,38,5.79,-,-,-,-,,EVERE,NATION,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_149.html
1,VAN de VELDE Philippe,283,100,-,-,-,-,,EVERE,PIRATES,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21006_152.html
1,MUYLAERT Herman,167,50.61,-,-,-,-,,FOREST,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_144.html
2,AJERRAD Maria,56,16.97,-,-,-,-,,FOREST,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_144.html
3,BULENS Jan,48,14.55,-,-,-,-,,FOREST,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_144.html
4,LUCKX Magdalena,59,17.88,-,-,-,-,,FOREST,N-VA,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_144.html
1,DE PERMENTIER Corinne,2.622,26.74,2.539,5.161,5.031,1,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
2,BORCY Michel,695,7.09,4.466,5.161,565,2,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
3,GELAS Isabelle,377,3.84,565,942,0,3,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
4,BENTAHA Mostafa,201,2.05,0,201,0,,1,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
5,LANGBORD Monique,304,3.1,0,304,0,5,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
6,RONGÉ Camille,279,2.84,0,279,0,7,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
7,MOKHTARI Hassane,193,1.97,0,193,0,,2,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
8,DEFAYS Christiane,292,2.98,0,292,0,6,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
9,CRIQUIELION Axel,263,2.68,0,263,0,9,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
10,DE WINTER-CORTEVILLE Mireille,164,1.67,0,164,0,,10,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
11,VANROY Guy,317,3.23,0,317,0,4,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
12,ALAOUI Amal,145,1.48,0,145,0,,14,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
13,LETIZIA Salvatore,129,1.32,0,129,0,,16,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
14,SPITZ Jean-Alexis,187,1.91,0,187,0,,8,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
15,LEBLICQ Jacqueline,128,1.31,0,128,0,,17,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
16,PAUWELS Alain,179,1.83,0,179,0,,9,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
17,MICHAUX Valérie,225,2.29,0,225,0,,7,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
18,LAMBEAU Gauthier,246,2.51,0,246,0,,4,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
19,KOVÁCS Véronique,110,1.12,0,110,0,,19,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
20,LIBERMAN David,231,2.36,0,231,0,,6,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
21,LEDERER Raphaël,260,2.65,0,260,0,10,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
22,COUQUELET Carine,148,1.51,0,148,0,,13,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
23,LEONARDO Luigia,86,0.88,0,86,0,,26,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
24,HOLLMICHEL Catherine,89,0.91,0,89,0,,25,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
25,DIALLO Abdoul,117,1.19,0,117,0,,18,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
26,LIEGOIS Christian,161,1.64,0,161,0,,12,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
27,ALVAREZ VAZQUEZ Anna-Maria,92,0.94,0,92,0,,24,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
28,DUPONT Marie,138,1.41,0,138,0,,15,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
29,DESIMPEL Emilie,98,1,0,98,0,,22,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
30,HOORENS Henri,108,1.1,0,108,0,,21,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
31,VINCK Nadia,95,0.97,0,95,0,,23,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
32,DUMONT Noël,85,0.87,0,85,0,,27,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
33,HIZETTE Pascale,260,2.65,0,260,0,,3,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
34,AMRAOUI Mourad,163,1.66,0,163,0,,11,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
35,ROLAND Yves,268,2.73,0,268,0,8,,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
36,BOSSU Dany,109,1.11,0,109,0,,20,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
37,MASSART Pol,243,2.48,0,243,0,,5,FOREST,MR,http://bru2012.irisnet.be/fr/com/preferred/preferred_CGM21007_172.html
