place_liste,nom,voix,pourcent_liste,position_elu,elu,place_positionelu,commune,NIS/INS code,Province,parti,liste,lien
22,DOFFOUX André,83,1.33,,non,,Ans,62003,Liège,MR,ANS/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_10.html
23,BORGS Viviane,144,2.31,,non,,Ans,62003,Liège,MR,ANS/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_10.html
24,VANRYKEL Dominique,121,1.94,,non,,Ans,62003,Liège,MR,ANS/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_10.html
25,INCIARTE-LEDESMA Amaya,59,0.95,,non,,Ans,62003,Liège,MR,ANS/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_10.html
26,BOSSON Loïc,164,2.64,,non,,Ans,62003,Liège,MR,ANS/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_10.html
27,GILLOT Arlette,112,1.8,,non,,Ans,62003,Liège,MR,ANS/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_10.html
28,BEETS-LACROIX Dora,94,1.51,,non,,Ans,62003,Liège,MR,ANS/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_10.html
29,BLAL Adill,101,1.62,,non,,Ans,62003,Liège,MR,ANS/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_10.html
1,COURTOIS René,325,29.49,1,oui,0,Ans,62003,Liège,F.D.F.,ANS/F.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_43.html
2,RIZZI Magali,159,14.43,,non,,Ans,62003,Liège,F.D.F.,ANS/F.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_43.html
3,NOEL Laurent,103,9.35,,non,,Ans,62003,Liège,F.D.F.,ANS/F.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_43.html
4,QUAEDVLIEG Valérie,127,11.52,,non,,Ans,62003,Liège,F.D.F.,ANS/F.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_43.html
5,MOMMER Thierry,71,6.44,,non,,Ans,62003,Liège,F.D.F.,ANS/F.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_43.html
6,CAPRASSE Anne,127,11.52,,non,,Ans,62003,Liège,F.D.F.,ANS/F.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_43.html
7,BUCKINX Danielle,69,6.26,,non,,Ans,62003,Liège,F.D.F.,ANS/F.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_43.html
8,L'HOOST Stéphane,121,10.98,,non,,Ans,62003,Liège,F.D.F.,ANS/F.D.F.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM62003_43.html
1,WARNIER Ruddy,60,37.74,,non,,Anthisnes,61079,Liège,PTB+,ANTHISNES/PTB+,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_135.html
2,EMONDS Karin,29,18.24,,non,,Anthisnes,61079,Liège,PTB+,ANTHISNES/PTB+,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_135.html
3,VERISSIMO Frédéric,24,15.09,,non,,Anthisnes,61079,Liège,PTB+,ANTHISNES/PTB+,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_135.html
4,CORDEIRO Marie Noëlle,26,16.35,,non,,Anthisnes,61079,Liège,PTB+,ANTHISNES/PTB+,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_135.html
5,BERNARD Fredy,20,12.58,,non,,Anthisnes,61079,Liège,PTB+,ANTHISNES/PTB+,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_135.html
1,TRICNONT-KEYSERS Françoise,309,14.01,1,oui,0,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
2,de MALEINGREAU d'HEMBISE Bernard,231,10.47,3,oui,-1,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
3,SPINEUX Marie-Claire,190,8.61,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
4,CORNET-DELMELLE Guillaume,197,8.93,4,oui,0,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
5,MICHEL-POLET Georgette,102,4.62,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
6,DELMELLE Laurent,123,5.58,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
7,CAPRASSE Laurence,123,5.58,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
8,GRIDELET Denis,67,3.04,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
9,GUILMOT Camille,133,6.03,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
10,DEFAYS Marc,67,3.04,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
11,VEGLIA Alain,73,3.31,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
12,BRENNENRAEDTS-COLLETTE Jeanine,102,4.62,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
13,BURTON Laurence,115,5.21,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
14,THEWISSEN Noël,234,10.61,2,oui,12,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
15,HARRAY René,140,6.35,,non,,Anthisnes,61079,Liège,MR-IC,ANTHISNES/MR-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_25.html
1,TARABELLA Marc,1.121,21.8,1,oui,0,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
2,LEDAIN Isabelle,279,5.43,5,oui,-3,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
3,PELOSATO Toni,596,11.59,3,oui,0,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
4,HUPPE Yolande,346,6.73,6,oui,-2,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
5,GÉRARD André,139,2.7,10,oui,-5,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
6,COLLINGE Mélanie,332,6.46,7,oui,-1,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
7,WOTQUENNE Pol,220,4.28,9,oui,-2,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
8,VISSE Katia,114,2.22,11,oui,-3,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
9,CLOSJANS Aimé,252,4.9,8,oui,1,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
10,SERVELLO Lina,101,1.96,,non,,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
11,COLLETTE Christelle,88,1.71,,non,,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
12,SOUGNÉ Nicolas,113,2.2,,non,,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
13,LODEWYCKX Carine,86,1.67,,non,,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
14,HOURANT Francis,452,8.79,4,oui,10,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
15,EVANS Michel,903,17.56,2,oui,13,Anthisnes,61079,Liège,PS-IC,ANTHISNES/PS-IC,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61079_353.html
1,VISTE Patricia,77,21.45,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
2,LECOUVET Jean,48,13.37,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
3,VAN NIEUWENHUISE Anne,33,9.19,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
4,MANINI Sébastien,27,7.52,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
5,LEGER Marie,32,8.91,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
6,HALLET Pierre,25,6.96,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
7,BURY Bernadette,30,8.36,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
8,LEUNEN Christian,28,7.8,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
9,MONNIEZ Aurore,31,8.64,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
10,TAQUET Benoit,28,7.8,,non,,Antoing,57003,Hainaut,ECOLO,ANTOING/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_9.html
1,BAUWENS Bernard,1.694,33.27,1,oui,0,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
2,DELÉPINE Viviane,363,7.13,2,oui,0,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
3,RENAUT Jean-Pierre,483,9.49,3,oui,0,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
4,DASSONVILLE Christine,142,2.79,12,oui,-8,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
5,HIROUX Muriel,129,2.53,,non,,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
6,LOCATELLI Claude,82,1.61,,non,,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
7,DONNEZ Nadèje,87,1.71,,non,,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
8,CACHEUX Christophe,180,3.53,9,oui,-1,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
9,BOCAGE Colette,195,3.83,8,oui,1,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
10,DESMETTE Michelle,245,4.81,6,oui,4,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
11,MARQUANT Jean-Pierre,155,3.04,11,oui,0,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
12,MORY Mélanie,197,3.87,7,oui,5,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
13,DESMET Thierry,362,7.11,4,oui,9,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
14,WYBO Laurie,74,1.45,,non,,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
15,POTIEZ Kévin,140,2.75,13,oui,2,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
16,BATAILLE-MONNIER Dorothée,71,1.39,,non,,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
17,CORNIL Eric,80,1.57,,non,,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
18,DUDANT Gauthier,257,5.05,5,oui,13,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
19,BILLOUEZ Claudy,156,3.06,10,oui,9,Antoing,57003,Hainaut,P.S.,ANTOING/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_3.html
1,COURTOIS Grégory,320,15.95,1,oui,0,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
2,DUROISIN Natacha,189,9.42,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
3,VINCENT Samuël,389,19.39,2,oui,1,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
4,CLÉMENT Monique,65,3.24,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
5,CORFEC Daniel,91,4.54,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
6,RÉAL Marie-Lise,58,2.89,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
7,ROBETTE Bernard,59,2.94,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
8,JARDEZ Nanthilde,45,2.24,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
9,MARLIER Cédric,43,2.14,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
10,CLAMOT Mercedes,53,2.64,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
11,LIARD Alexandre,44,2.19,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
12,DUBOIS Nadine,46,2.29,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
13,VANDERBEKE Pascal,51,2.54,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
14,VERCRUYSSE François,84,4.19,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
15,LENOIR Laëtitia,37,1.84,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
16,DELCROIX Christiane,54,2.69,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
17,LOUETTE Geoffrey,41,2.04,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
18,VICO Michel,68,3.39,,non,,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
19,MAHIEU Sabine,269,13.41,3,oui,16,Antoing,57003,Hainaut,UCA,ANTOING/UCA,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_262.html
1,BOCQUET Carine,88,9.9,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
2,MANTEAU Philippe,48,5.4,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
3,DEGALEZ Patricia,46,5.17,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
4,DELHAYE Pierre,46,5.17,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
5,RAMU Jessica,48,5.4,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
6,LAGACHE Jérémy,43,4.84,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
7,DUROISIN Dany,42,4.72,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
8,DELCROIX Jean-Marc,40,4.5,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
9,LEMAN Valérie,49,5.51,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
10,CARTON Kevin,51,5.74,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
11,LUCQ Laurence,41,4.61,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
12,LESIRE Philippe,43,4.84,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
13,FAIGNARD Delphine,43,4.84,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
14,DEMEULEMEESTER Ludovic,40,4.5,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
15,DELCOURT Thérèse,44,4.95,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
16,SCICLUNA Christian,42,4.72,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
17,DECARPENTRIE Christelle,44,4.95,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
18,ALTRUY Jean-Claude,44,4.95,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
19,LELEU Damien,47,5.29,,non,,Antoing,57003,Hainaut,ENSEMBLE,ANTOING/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_18.html
1,VIVIER Jean-Bernard,299,15.26,1,oui,0,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
2,MAHIEU Marie,173,8.83,2,oui,0,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
3,VERSCHEURE André,127,6.48,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
4,BURTON Cloé,86,4.39,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
5,HELLIN Claude,102,5.2,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
6,DUFOUR-JASTROWICZ Thérèse,81,4.13,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
7,DAMBRAIN Gaëtan,90,4.59,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
8,LUCAS Christine,98,5,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
9,ADAM Marc-Olivier,65,3.32,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
10,MAES-DEBUF Christine,74,3.78,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
11,VERSCHEURE Fabien,97,4.95,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
12,BLEUZÉ Emilie,85,4.34,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
13,DECONINCK Jean-Luc,88,4.49,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
14,DUQUENNE-CALLENS Anne-Marie,65,3.32,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
15,HELLIN Luc,64,3.27,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
16,VICO Marie-Louise,83,4.23,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
17,CORNU Dominique,44,2.24,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
18,VERCAUTEREN Nelly,143,7.3,3,oui,15,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
19,VERDONCK Robert,96,4.9,,non,,Antoing,57003,Hainaut,GO,ANTOING/GO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM57003_249.html
1,GAUDRON Romain,633,10.54,1,oui,0,Arlon,81001,Luxembourg,ECOLO,ARLON/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM81001_9.html
2,BURNET Françoise,336,5.6,2,oui,0,Arlon,81001,Luxembourg,ECOLO,ARLON/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM81001_9.html
3,ANTOINE Marc,256,4.26,,non,,Arlon,81001,Luxembourg,ECOLO,ARLON/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM81001_9.html
4,CHAMPLUVIER Isabelle,291,4.85,4,oui,0,Arlon,81001,Luxembourg,ECOLO,ARLON/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM81001_9.html
5,GOEDERT Jérôme,237,3.95,,non,,Arlon,81001,Luxembourg,ECOLO,ARLON/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM81001_9.html
6,GRAWEZ Sylvie,221,3.68,,non,,Arlon,81001,Luxembourg,ECOLO,ARLON/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM81001_9.html
7,LAQLII Morad,197,3.28,,non,,Arlon,81001,Luxembourg,ECOLO,ARLON/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM81001_9.html
