place_liste,nom,voix,pourcent_liste,position_elu,elu,place_positionelu,commune,NIS/INS code,Province,parti,liste,lien
1,FERSINI Jean,1.717,20.74,1,oui,0,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
2,ÖZEN Özlem,651,7.86,2,oui,0,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
3,GRENIER Dominique,627,7.57,5,oui,-2,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
4,VALENTIN Vincent,414,5,7,oui,-3,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
5,TROTTA Graziana,751,9.07,3,oui,2,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
6,STANDAERT Rudy,310,3.74,10,oui,-4,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
7,GEERAERTS Virginie,408,4.93,8,oui,-1,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
8,TAVERNINI Jean-Jacques,382,4.61,9,oui,-1,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
9,SPADAVECCHIA Vanessa,177,2.14,,non,,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
10,BERDOYES Lionel,213,2.57,13,oui,-3,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
11,BAUDOUX Marguerite,70,0.85,,non,,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
12,FERRIÈRE Olivier,171,2.07,,non,,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
13,LEGRAND Anita,121,1.46,,non,,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
14,MEDINA-MERCHAN Francisco,252,3.04,12,oui,2,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
15,STANIEWSKI Kristel,147,1.78,,non,,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
16,DEMARS Didier,188,2.27,,non,,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
17,VANDE VELDE Marie-Laurence,121,1.46,,non,,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
18,CALVETTI Dorothée,68,0.82,,non,,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
19,BANCU Daniel,558,6.74,6,oui,13,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
20,AZZAZ Walaba,258,3.12,11,oui,9,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
21,DAUVIN Guy,676,8.16,4,oui,17,Aiseau-Presles,52074,Hainaut,P.S.,AISEAU-PRESLES/P.S.,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_3.html
1,MARIQUE JEAN PIERRE,239,20.19,1,oui,0,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
2,DAGNELY NADINE,71,6,2,oui,0,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
3,SIDIS SAMY,90,7.6,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
4,MASSET JORDAN,53,4.48,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
5,MICHAUX-HAUTENNE MYRIAM,59,4.98,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
6,LAMBILLOTTE ANNIE,56,4.73,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
7,GILMAIRE DANIEL,62,5.24,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
8,JACOBS VALERIE,31,2.62,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
9,HENIN JEAN,68,5.74,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
10,HENDRICKX FLORENT,62,5.24,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
11,LALA CARMELINA,81,6.84,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
12,ADAM CHARLES,31,2.62,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
13,TERZI ORNELLA,37,3.13,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
14,COSTANZO MARIA,40,3.38,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
15,DEBROUX JEAN,30,2.53,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
16,DUVIVIER JEANNINE,23,1.94,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
17,GOFFIN FREDERIC,23,1.94,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
18,DUFOUR LIDIA,28,2.36,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
19,PEZZETTI VITTORIO,27,2.28,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
20,AVICE LUCETTE,30,2.53,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
21,VANKERKOVEN VINCENT,43,3.63,,non,,Aiseau-Presles,52074,Hainaut,MR,AISEAU-PRESLES/MR,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_10.html
1,CHARLIER Philippe,468,12.7,1,oui,0,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
2,MAHIEU Frédérique,153,4.15,2,oui,0,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
3,SMOLDERS Laurence,264,7.16,6,oui,-3,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
4,GERACI Bernardo,135,3.66,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
5,BIERWART Jean-Pierre,212,5.75,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
6,KAYA Ali,328,8.9,4,oui,2,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
7,HALSEN Janine,105,2.85,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
8,BEN MEKKI Abdelilah,88,2.39,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
9,RUGGIN Maria,104,2.82,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
10,HUCQ Gérard,343,9.31,3,oui,7,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
11,MECO Antonella,186,5.05,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
12,MARLIER Frédéric,75,2.04,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
13,GECE Chantal,115,3.12,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
14,TOZZI Jean-Pierre,69,1.87,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
15,RUBAY Nancy,63,1.71,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
16,WILLEM Mireille,65,1.76,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
17,MORAUX Jean-Marie,249,6.76,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
18,SEELMANS Sabine,83,2.25,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
19,HAMEG Moktar,228,6.19,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
20,HINANT Murielle,80,2.17,,non,,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
21,GROLAUX Jean-Claude,272,7.38,5,oui,16,Aiseau-Presles,52074,Hainaut,ENSEMBLE,AISEAU-PRESLES/ENSEMBLE,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM52074_18.html
1,JAVAUX Jean Michel,3.647,30.89,1,oui,0,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
2,CAPRASSE Stéphanie,659,5.58,2,oui,0,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
3,BOCCAR Daniel,515,4.36,3,oui,0,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
4,DAVIGNON Janine,625,5.29,4,oui,0,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
5,PIRE Grégory,463,3.92,6,oui,-1,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
6,RENAUX Denise,273,2.31,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
7,VINCENT Alain,292,2.47,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
8,BRUYNINCKX Nathalie,290,2.46,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
9,DELVAUX Daniel,316,2.68,14,oui,-5,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
10,STALMANS Marie-Ange,284,2.41,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
11,MAINFROID Pol,431,3.65,7,oui,4,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
12,HOUSSA Virginie,327,2.77,12,oui,0,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
13,LACROIX Guy,269,2.28,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
14,JACOB Julie,328,2.78,11,oui,3,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
15,PINCHART Steve,255,2.16,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
16,MOREAU Sylvie,369,3.13,9,oui,7,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
17,LACROIX Didier,300,2.54,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
18,TONNON Christel,348,2.95,10,oui,8,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
19,DELCOURT Gilles,422,3.57,8,oui,11,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
20,BORGNET Corinne,291,2.46,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
21,REUMONT Alexandre,256,2.17,,non,,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
22,DELHEZ Catherine,320,2.71,13,oui,9,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
23,MELON Luc,526,4.46,5,oui,18,Amay,61003,Liège,ECOLO,AMAY/ECOLO,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_9.html
1,COLLIGNON Robert,1.825,18.4,1,oui,0,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
2,FOUARGE Pascale,416,4.19,2,oui,0,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
3,IANIERO Angelo,323,3.26,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
4,FRANCKSON Willy,447,4.51,8,oui,-4,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
5,GODDEVRIND Mélanie,268,2.7,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
6,ROLY Bénédicte,243,2.45,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
7,PLOMTEUX Marc,477,4.81,7,oui,0,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
8,ERASTE Isabelle,520,5.24,5,oui,3,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
9,DE MARCO David,508,5.12,6,oui,3,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
10,DELIZEE Marc,430,4.33,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
11,HAUTECLAIR Marie-Christine,289,2.91,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
12,VANBRABANT Michel,404,4.07,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
13,ESSERS Anik,159,1.6,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
14,TORREBORRE Raphaël,663,6.68,4,oui,10,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
15,TIMSONET André,248,2.5,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
16,BACQ Isabelle,278,2.8,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
17,KULZER Joëlle,192,1.94,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
18,BASIAU Daniel,197,1.99,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
19,PEGORARO Géraldine,229,2.31,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
20,VELLE Thierry,342,3.45,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
21,GIROUL-VRYDAGHS Nicole,349,3.52,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
22,LHOMME Jean-Luc,447,4.51,,non,,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
23,SOHET Vinciane,667,6.72,3,oui,20,Amay,61003,Liège,PS,AMAY/PS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_3.html
1,VANDERVORST Werner,89,16.39,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
2,PAQUOT Jessica,44,8.1,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
3,VITOUX Benoît,39,7.18,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
4,ARNOLD Rachel,35,6.45,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
5,HENROT Jean,27,4.97,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
6,ROSOUX - VERSCHUEREN Solange,38,7,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
7,LEGAST Cédric,34,6.26,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
8,CAO Luigina,30,5.52,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
9,HERVELLE Pascale,29,5.34,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
10,COLAS Luc,22,4.05,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
11,LEPORCQ Anne,24,4.42,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
12,ROSOUX Jean,30,5.52,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
13,RONGCHAMPS - GAILLARD Claude,19,3.5,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
14,DESSART André,36,6.63,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
15,SCHIEPERS - BAJOT Nelly,47,8.66,,non,,Amay,61003,Liège,CDH,AMAY/CDH,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_4.html
1,TILMAN Benoit,264,20.2,1,oui,0,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
2,GILLES Ludivine,49,3.75,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
3,MÉLON Christophe,113,8.65,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
4,DEBART François,143,10.94,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
5,DESTOOP Françoise,39,2.98,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
6,CASTRONOVO François,78,5.97,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
7,HALLUT Isabelle,42,3.21,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
8,THIRION René,47,3.6,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
9,LEPRINCE Françoise,24,1.84,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
10,OGER Vincent,39,2.98,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
11,GRAINDORGE Béatrice,37,2.83,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
12,LEBEAU Jérôme,43,3.29,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
13,DÉDOUAIRE Graziella,22,1.68,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
14,BELLEMANS Robert,39,2.98,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
15,OLIKIER Audrey,31,2.37,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
16,CABU Steven,36,2.75,,non,,Amay,61003,Liège,AMAY.PLUS,AMAY/AMAY.PLUS,http://electionslocales.wallonie.be/2012/fr/com/preferred/preferred_CGM61003_352.html
