region,﻿Nr.,Titulaires,Votes,position_elu,elu,commune,code_ins_commune,parti,liste,lien
Wallonie,2,RÉMANT Annie,210,6,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,3,GOFFIN Jean-Philippe,766,2,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,4,PIRAUX Aurélie,111,,non,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,5,PRÉVOT Hugues,201,7,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,6,DESOIL Christelle,86,,non,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,7,PRÉAUX Christian,169,9,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,8,PRÉAUX Véronique,223,5,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,9,MANIAS Frédéric,258,4,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,10,DAFFE Virginie,150,11,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,11,VANDER JEUGT Joachim,459,3,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,12,BRUNEBARBE Alicia,145,,non,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,13,DEWOLF Philippe,181,8,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,14,LESCUT Marine,83,,non,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,15,PILATE Lucie,156,10,oui,Merbes-le-Château,56049,PS,Merbes-le-Château-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56049&party=8
Wallonie,1,FELLER Pascal,103,1,oui,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,2,REMACLE-ROGIER Jacqueline,52,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,3,REMACLE Marcel,83,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,4,CLAUDE Annie,59,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,5,FROGNET Frédéric,42,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,6,ORLANDO-DI FELICE Irma,47,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,7,LÉONARD Christophe,49,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,8,WALTZING Aline,52,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,9,ROSMAN Jean-François,42,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,10,FELLER Catherine,61,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,11,LAMBOT Maxime,32,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,12,FRANTZEN-HARTERT Chantal,33,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,13,DEVILLET Yanik,74,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,14,STREPENNE-CAPOZZI Anna,45,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,15,RICHARD Serge,32,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,16,SCHMIT-RAHANTANIRINA Suzanne,37,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,17,VERBEECK Serge,28,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,18,LEGENDRE Pierrette,39,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,19,SCHMIT Alain,45,,non,Messancy,81015,PS,Messancy-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=8
Wallonie,1,LAMBERTY Claude,856,1,oui,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,2,FRISCH Edwige,497,4,oui,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,3,DOURET Philippe,517,3,oui,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,4,LIBIOULLE Laurence,448,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,5,VAN WAES Pascal,468,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,6,BROUWERS Myriam,414,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,7,GIRARDIN Pascal,472,7,oui,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,8,GIANNINI Jocelyne,427,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,9,WELSCHEN Rémy,488,6,oui,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,10,PASSARD Sarah,462,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,11,ANDROVANDI Josy,426,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,12,MARMIGNON Lauryane,395,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,13,DENIS Pierre,437,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,14,GEUBEL Christelle,428,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,15,BEHNOUS Abdelkader dit Kader,425,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,16,MEUNIER Rita,410,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,17,PONCELET Fabrice dit Ponpon,530,2,oui,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,18,EPPE Josiane,437,,non,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,19,BASTOGNE Roland,494,5,oui,Messancy,81015,ICM,Messancy-ICM,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=196
Wallonie,1,KIRSCH Roger,1094,1,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,2,KIRSCH Christiane,787,2,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,3,LICHTFUS Jean-Raymond,573,5,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,4,LORGÉ Laurence,735,3,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,5,MEUNIER Georges,633,4,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,6,SCHMIT-PAOLETTI Marylène,347,,non,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,7,GANSEMAN Yves,176,,non,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,8,PINON-DOTREMONT Jacqueline,296,,non,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,9,FRANÇOIS Eric,407,8,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,10,BURNOTTE Marie-Paule,405,10,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,11,MULLER Marc,530,7,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,12,JAMOTTE Stéphanie,362,,non,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,13,PONCELET Benoît,406,9,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,14,INDENKLEEF Julie,255,,non,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,15,THEIS Jean-Marie,380,11,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,16,WELSCHEN Stéphanie,250,,non,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,17,BIREN Christian,550,6,oui,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,18,HARDY-LEPAGE Marielle,333,,non,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,19,WOLFF Claudy,377,,non,Messancy,81015,NUC,Messancy-NUC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM81015&party=195
Wallonie,1,GAGLIARDI Andrea,444,2,oui,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,2,DEMARET Laurence,266,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,3,TOUSSAINT Valère,370,3,oui,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,4,PINDEVILLE Emilie,301,4,oui,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,5,JACQUIEZ Michel,177,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,6,HAQUENNE Maud,269,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,7,DELSAUT Pierre,222,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,8,DELANNOY Nancy,132,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,9,DE RIDDER Philippe,121,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,10,VANDEPUT Marine,134,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,11,COLLET Maxime,104,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,12,GENIN-ISTA Stéphanie,129,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,13,HASTIR José,112,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,14,LACROIX Carole,151,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,15,DEFER Vincent,199,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,16,LAVENTURIER Stéphanie,183,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,17,CORNET Dylan,114,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,18,RACHARD Alyson,107,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,19,CRUCIFIX Olivier,113,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,20,GOBERT Emeline,171,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,21,LECOCQ Fabian,123,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,22,COLAUX Christine,210,,non,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,23,MAQUILLE Arnaud,621,1,oui,Mettet,92087,MR,Mettet-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=5
Wallonie,1,LESNE Philippe,187,2,oui,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,2,DONNET Nathalie,226,1,oui,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,3,BOULANGER Alain,113,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,4,MOLLE Michèle,96,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,5,TOBIE Pierre,103,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,6,DEWANDRE-VANPÉE Françoise,96,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,7,BROUIR Léon,67,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,8,TOUSSAINT-DUMORTIER Virginie,84,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,9,COLINET Benjamin,107,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,10,VANTOURNHOUDT Cécile,90,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,11,RAMLOT Jean-François,81,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,12,RANDOUR Catherine,100,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,13,WAUTHIER Christian,79,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,14,LINCOLN Corinne,84,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,15,FILLÉE Lucas,82,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,16,BOUCHAT Juliette,119,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,17,DELFOSSE Eric,58,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,18,THIROT Elise,113,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,19,PETIT Maxime,101,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,20,JEAMBRUN Séverine,93,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,21,NEYMAN Virgile,71,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,22,RUYSSEN-BALAND Christine,145,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,23,ROCHET Bénédicte,177,,non,Mettet,92087,ECOLO,Mettet-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=6
Wallonie,1,TORLET Marcel,185,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,2,ALEXANDRE-PRUMONT Agnès,93,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,3,SQUELAERT Jacques,58,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,4,TIMSON Cindy,82,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,5,LAMBOT Philippe,193,1,oui,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,6,BALHAUT Virginie,89,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,7,SERVAIS Laurent,108,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,8,VANDEVORST-BIERLAIRE Rosa,70,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,9,DEFOING Vivian,86,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,10,LEGROS Amélie,65,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,11,MASSINON Maxence,86,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,12,POCHET Mérine,110,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,13,SMEETS Gérard,78,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,14,GILSOUL Anaïque,93,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,15,STEVAUX Joël,59,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,16,TONDELLI-MATHOT Marie-Hélène,56,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,17,BORDIGONI Pascal,99,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,18,THIRIFAHYS Jacqueline,98,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,19,DEBAILLE Christophe,86,,non,Mettet,92087,Oxygène,Mettet-Oxygène,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=113
Wallonie,1,DONEUX-PAINDAVEINE Isabelle,824,1,oui,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,2,JOLY Robert,770,2,oui,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,3,BLAVIER Angélique,185,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,4,VANDER WEYDEN Luc,369,3,oui,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,5,RENAULT Sylvie,150,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,6,LINDEKENS Adrien,140,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,7,GODFURNON Delphine,139,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,8,ADAM Jean,293,4,oui,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,9,GILLAIN Cindy,141,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,10,WERY Alain,147,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,11,MASURE Béatrice,102,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,12,PALATE Claude,209,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,13,PAQUET Alison,121,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,14,CLAMOT Claudy,94,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,15,VANDELOISE Sabine,128,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,16,ALAERTS Christian,88,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
Wallonie,17,DE COOMAN Vanessa,96,,non,Mettet,92087,ROPS,Mettet-ROPS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92087&party=336
