region,﻿Nr.,Titulaires,Votes,position_elu,elu,commune,code_ins_commune,parti,liste,lien
Wallonie,1,DEPREZ Jean-Pierre,198,1,oui,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,2,LALA Carmelina,89,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,3,DEFOURNY François,38,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,4,CAUCHIE Florence,39,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,5,ADAM Charles,25,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,6,AVICE Lucette,21,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,7,GILOT Léon,30,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,8,NGUETSOP-LONTCHI Nicole,22,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,9,PEZZETTI Victor,20,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,10,HAUTENNE Myriam,23,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,11,HENIN Jean,20,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,12,COSTANZO Maria,21,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,13,CECCON Jimmy,17,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,14,HERMANS Jennifer,21,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,15,CLOVYN Fabian,14,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,16,WARNIER Annick,20,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,17,BIREMBAUT Edmond,10,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,18,ZICOT Micheline,17,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,19,VANKERKOVEN Vincent,26,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,20,VARNAS Kristelle,25,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,21,MARIQUE Jean-Pierre,55,,non,Aiseau-Presles,52074,MR,Aiseau-Presles-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=5
Wallonie,1,NAVEZ Pierre,83,1,oui,Aiseau-Presles,52074,ECOLO,Aiseau-Presles-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=6
Wallonie,2,RUGGIN Maria Christina,77,,non,Aiseau-Presles,52074,ECOLO,Aiseau-Presles-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=6
Wallonie,3,DE ROOVER Pierre,56,,non,Aiseau-Presles,52074,ECOLO,Aiseau-Presles-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=6
Wallonie,4,VANVELTHEM Marie-Paule,51,,non,Aiseau-Presles,52074,ECOLO,Aiseau-Presles-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=6
Wallonie,5,MARLIER Frédéric,48,,non,Aiseau-Presles,52074,ECOLO,Aiseau-Presles-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=6
Wallonie,1,FERSINI Jean,1388,1,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,2,GEERAERTS Virginie,510,3,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,3,GRENIER Dominique,520,2,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,4,WALKA Melissa,207,10,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,5,VALENTIN Vincent,339,4,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,6,AZZAZ Walaba,323,5,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,7,BERDOYES Lionel,144,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,8,DRESSE Anne-Lise,198,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,9,DEMARS Didier,145,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,10,LORGE Caroline,90,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,11,NOTO Christopher,131,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,12,LORENT Nathalie,100,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,13,ARENA Pierro,253,8,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,14,TUMSON Martine,103,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,15,HENROTIN Rapha,96,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,16,COLAUX Cécile,220,9,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,17,COSTENARO Sylvain,175,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,18,DEYONGHE BANCU Annick,136,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,19,BIRINCI Fatih,259,7,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,20,BERGER Géraldine,190,,non,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,21,STANDAERT Rudy,308,6,oui,Aiseau-Presles,52074,PS,Aiseau-Presles-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=8
Wallonie,1,CHARLIER Philippe,618,1,oui,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,2,SMOLDERS LESIRE Laurence,282,6,oui,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,3,HUCQ Gérard,501,2,oui,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,4,LAFAILLE SABATO Coralie,227,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,5,HAMEG Moktar,435,5,oui,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,6,DEMIRKAN Busra,486,3,oui,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,7,BIERWART Jean-Pierre,224,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,8,PIEDIGROSSO Isabelle,144,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,9,KAYA Engin,225,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,10,D'AGOSTINO Anna-Vittoria,140,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,11,BEN MEKKI Abdelilah,120,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,12,LAMBOT Karine,184,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,13,GRAVY Alain,110,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,14,GILLIARD Stéphanie,109,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,15,PENNUCCI David,107,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,16,HALSEN Janine,117,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,17,MORAUX Jean-Marie,237,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,18,TEDESCO Carine,180,,non,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,19,RANSQUIN Fabrice,264,8,oui,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,20,BASTIN BRUART Martine,266,7,oui,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,21,GROLAUX Jean-Claude,474,4,oui,Aiseau-Presles,52074,ENSEMBLE,Aiseau-Presles-ENSEMBLE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=72
Wallonie,1,GARBAR Eric,111,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,2,STAMPART Odile,95,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,3,TERZI Franco,126,1,oui,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,4,CORNILLE Florine,74,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,5,TEDESCHI Alduino,87,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,6,BUSSOLA Vanessa,72,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,7,PINEDO Y MEDINA Anthony,92,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,8,MISERIA Christelle,66,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,9,AZAZ Malik,76,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,10,GONZALEZ Laura,60,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,11,CORNAMUSA Alessandro Giovanni,87,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,12,FAUCHE Arlette,72,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,13,SALLUSTIO Renato,106,,non,Aiseau-Presles,52074,ACAP6250,Aiseau-Presles-ACAP6250,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM52074&party=429
Wallonie,1,JAVAUX Jean-Michel,3077,1,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,2,CAPRASSE Stéphanie,552,2,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,3,LACROIX Didier,292,10,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,4,DAVIGNON Janine,482,4,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,5,CASTRONOVO Louis,232,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,6,BORGNET Corinne,296,9,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,7,DELVAUX Daniel,252,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,8,BRUYNINCKX Nathalie,202,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,9,ENGLEBERT Eric,207,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,10,LIZÉE Cyrielle,252,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,11,MAINFROID Pol,308,7,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,12,RENAUX Denise,168,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,13,BOCCAR Daniel,298,8,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,14,MICHEL Nadège,218,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,15,HUBERTY Luc,272,13,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,16,TONNON Christel,266,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,17,TORREBORRE Raphaël,511,3,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,18,STALMANS Marie-Ange,162,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,19,JOUFFROY Jean-Jacques,283,12,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,20,DUVIVIER Angélique,185,,non,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,21,MÉLON Luc,351,6,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,22,LEHANE Déborah,289,11,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,23,DELHEZ Catherine,357,5,oui,Amay,61003,ECOLO,Amay-ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=6
Wallonie,1,DELIZÉE Marc,618,2,oui,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,2,SOHET Vinciane,673,1,oui,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,3,MOINY Samuel,522,3,oui,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,4,GODDEVRIND Mélanie,208,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,5,DE MARCO David,457,4,oui,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,6,ROUBINET Sophie,121,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,7,CONTENT Marc,225,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,8,FRAITURE Amandine,335,7,oui,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,9,LALLEMAND Jordy,318,8,oui,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,10,HAUTECLAIR Marie-Christine,188,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,11,VANBRABANT Michel,265,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,12,GAVA Renata,227,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,13,LAMBERT Marc,138,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,14,PEGORARO Géraldine,178,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,15,BASIAU Daniel,147,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,16,PRAILLET Anne Marie,180,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,17,KINET Pascal,454,5,oui,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,18,LIBAN Charlotte,104,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,19,THONON Simon,454,6,oui,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,20,FOUARGE Pascale,224,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,21,MOORMANN Patrick,99,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,22,MORCIMEN Nadya,164,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,23,IANIERO Angelo,279,,non,Amay,61003,PS,Amay-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=8
Wallonie,1,TILMAN Benoit,266,1,oui,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,2,HALLUT Isabelle,127,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,3,JAMSIN Pascal,155,2,oui,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,4,DESTOOP Françoise,58,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,5,LEGAST Cédric,62,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,6,ALTUNIN Frédérique,66,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,7,CABU Steven,47,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,8,MONTULET Marie-Christine,86,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,9,PAVLOV Kirill,65,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,10,NEUVILLE Françoise,75,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,11,BELLEMANS Robert,55,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,12,CLAES Erine,82,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,13,BAILLY Jacques,55,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,14,LEJEUNE Bernadette,66,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,15,HENROT Jean-Marc,51,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,16,STROOBANTS Nancy,61,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
