Nr.,nom,voix,elu,commune,parti,lien
12,Rossignol Isabelle,276,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
13,Ulusoy Mustafa,670,8,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
14,Hidalgo Laura,293,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
15,El Boujdaini Amin,571,10,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
16,Bouzagou Fatiha,314,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
17,Dubru Oscar,463,12,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
18,Deda Anna Vera,181,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
19,Haq Amin,283,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
20,Gryp Christelle,236,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
21,Tsepelidis Efstratios,323,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
22,Merzouk Ellia,118,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
23,Omar Amouda Malik,224,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
24,Allaert Sophie,215,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
25,Van Hee Stefaan,232,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
26,Tayaye Boyina Julie,171,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
27,Shriki Shalom,190,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
28,Romano Anna,159,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
29,Baudour Albert,139,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
30,Mainardi Virginia Lola,180,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
31,Butera Rosario,173,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
32,Rigo Dalida,189,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
33,Jäger Jean-François,324,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
34,Sadowski Ariane,208,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
35,Benallal M'Hamed,466,11,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
36,Bentaha Ajar,170,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
37,Ekompena-Kestekidis Georges,113,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
38,Van den Houte Griet,177,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
39,El Assri Jaouad,235,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
40,Vanthournout Alison,185,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
41,Dialinas Jordan,218,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
42,Feryn Isabelle,182,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
43,Nde Francis,143,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
44,Mukuna Kanku Patricia,249,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
45,Leonardy Bruno,114,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
46,Gori Marcela,283,,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
47,Boelpaepe Jean-Jacques,748,7,Anderlecht,MR-Open Vld-IC,http://bru2018.brussels/fr/results/municipalities/6071/lists/318.html
1,Van Damme Bernard,298,,Anderlecht,LA DROITE,http://bru2018.brussels/fr/results/municipalities/6071/lists/227.html
2,Drappier Simonne,98,,Anderlecht,LA DROITE,http://bru2018.brussels/fr/results/municipalities/6071/lists/227.html
3,Hoslet Jean,93,,Anderlecht,LA DROITE,http://bru2018.brussels/fr/results/municipalities/6071/lists/227.html
1,Vandenkerckhoven Guy,173,,Anderlecht,NATION,http://bru2018.brussels/fr/results/municipalities/6071/lists/136.html
2,Kvasyuk Natalya,95,,Anderlecht,NATION,http://bru2018.brussels/fr/results/municipalities/6071/lists/136.html
3,Vanoverstraten Luc,81,,Anderlecht,NATION,http://bru2018.brussels/fr/results/municipalities/6071/lists/136.html
1,Wyns Nathalie,209,1,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
2,Jung Oliver,145,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
3,Lebedelle Anne,82,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
4,Duelz Baudouin,37,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
5,Ngoy Makonga Munsala Anai̎s,82,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
6,Dubois Vincent,47,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
7,Durieux Cécile,68,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
8,Georges Marc,39,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
9,Bitibaly Claudine,48,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
10,Montoisy Noël,34,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
11,Bissot Christine,59,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
12,Bistiaux Claude,54,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
13,Cappendijk Catherine,38,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
14,Diouf Thierno,39,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
15,Deriviere Lindsay,50,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
16,Janssens Eric,36,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
17,Dubois Céline,78,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
18,Van Doosselaere Alexis,34,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
19,de Cartier d'Yves Myriame,59,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
20,Brouwer Olivier,27,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
21,Wodniakowska Sylwia,51,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
22,Vervloet Michel,25,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
23,Comart Bernadette,58,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
24,Moutaftchieff Siméon,42,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
25,Grudzien Karolina,40,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
26,Mezzano Tanguy,29,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
27,Leroy Christine,60,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
28,D'hondt Sebastien,38,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
29,Mottie Marie,38,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
30,Nielsen Gunnar,29,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
31,Sogus Pierre,41,,Anderlecht,LISTE CITOYENNE 1160,http://bru2018.brussels/fr/results/municipalities/6072/lists/143.html
1,Willame Elise,1045,1,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
2,Molenberg Vincent,341,2,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
3,Jorens Lieve,349,3,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
4,Grétry Christian,348,8,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
5,Bakounine Anastasia,372,6,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
6,Lebovy François,235,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
7,Bauwens Marie-Pierre,373,5,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
8,Van Ginneken Ivo,155,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
9,Boumraya Jasmine,419,4,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
10,Foulon Noé,279,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
11,Gigot Sarah,270,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
12,Gaspard Michel,151,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
13,Durant Nicole,240,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
14,Vansantvoet Stéphane,138,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
15,Raeyen Linda,211,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
16,Hespel Olivier,124,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
17,Vermeiren Pauline,370,7,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
18,Meyfroidt Yves,89,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
19,Walrave Charlotte,257,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
20,Haulotte André,95,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
21,Regueras Naïma,271,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
22,Zwijsen Michel,104,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
23,Tack Véronique,227,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
24,Janssen Christophe,100,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
25,Lojo Suàrez Mercedes,221,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
26,Geerts Bernard,104,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
27,Mancini Barr Lindsey,188,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
28,Grosjean Paul,136,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
29,Arpaillange Josephine,302,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
30,Herzl Pierre-Yves,144,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
31,Decourrière André,152,,Anderlecht,Ecolo-Groen,http://bru2018.brussels/fr/results/municipalities/6072/lists/31.html
1,Gosuin Didier,3497,1,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
2,de Vos Sophie,1104,2,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
3,Lefebvre Alain,905,3,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
4,Despineto Pascale,444,11,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
5,Collard Bruno,562,8,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
6,Artus Véronique,475,10,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
7,Molders Didier,291,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
8,Defosset Eloïse,883,5,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
9,Vandame Marc,288,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
10,Cops Valérie,348,16,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
11,Lambin Fred,219,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
12,Desir Isabelle,356,15,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
13,Pillois Matthieu,293,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
14,Couldrey Florence,564,7,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
15,Noël Jean-François,202,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
16,Sommer Annick,257,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
17,Vitoux Jean-Claude,384,13,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
18,Bogaert Christine,301,18,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
19,Njeng Pierre-Yves,189,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
20,Lerate Vincianne,256,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
21,de Crombrugghe Guerric,265,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
22,Lenoir Carinne,269,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
23,Keepen Alan,119,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
24,Dicker Dominique,178,,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
25,Blampain Michel,331,17,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
26,Venier Ingrid,298,19,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
27,Tollet Marc,357,14,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
28,Paulissen Stéphanie,397,12,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
29,Colot Michel,547,9,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
30,Crucifix Jany,719,6,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
31,Magdalijns Christophe,1279,4,Anderlecht,Liste du Bourgmestre,http://bru2018.brussels/fr/results/municipalities/6072/lists/3.html
1,Rigodanzo Vanessa,278,1,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
2,Jamar Jimmy,170,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
3,Jamoulle Véronique,197,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
4,Simon Xavier,63,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
5,Schneider Valérie,115,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
6,Rummens Guy,68,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
7,Poznanski Emmanuelle,72,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
8,te Kolsté Georges,46,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
9,Leroy Françoise,75,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
10,Duym Fabrice,39,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
11,Nannan Caroline,74,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
12,Evrard Etienne,44,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
13,Hobus Liliane,58,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
14,Buzitu Samuel,54,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
15,Sempels Elisabeth,67,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
16,Crahay Marc,61,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
17,Debont Judith,49,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
18,Limberopoulos Théodore,44,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
19,Frennet-De Keyser Anne,50,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
20,Lagha Ahmed,89,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
21,Demeester Sylvie,53,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
22,Torbey Habib,65,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
23,Genette Anne,41,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
24,Kemos Achilleas,56,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
25,Monterrat Carole,43,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
26,Van Verdegem Jean-Luc,47,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
27,Mathen Muriel,41,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
28,Simon Emile,58,,Anderlecht,PS,http://bru2018.brussels/fr/results/municipalities/6072/lists/94.html
