Nr.,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
2,MOINNET Olivier,525,"8,52%",525,2,NA,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
3,VERCOUTERE Véronique,451,"7,32%",451,4,NA,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
4,ROUXHET Frédérik,325,"5,27%",325,NA,1,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
5,BOUCHAT Caroline,275,"4,46%",275,NA,2,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
6,ROSSI Gwénaël,173,"2,81%",173,NA,9,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
7,ANCIAUX - PUTZEYS Nathalie,229,"3,71%",229,NA,5,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
8,KLEIN Dominique,133,"2,16%",133,NA,15,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
9,BOUSSEMAERE - BERTRAND Vanessa,127,"2,06%",127,NA,16,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
10,DEDOBBELEER Jean-Christophe,163,"2,64%",163,NA,11,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
11,DELHAUTEUR Julie,144,"2,34%",144,NA,13,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
12,VAN HEUGEN Mathieu,108,"1,75%",108,NA,19,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
13,PORTUGAELS Donatienne,100,"1,62%",100,NA,20,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
14,FRANÇOIS Adelin,477,"7,74%",477,3,NA,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
15,VANDER EECKEN Floriane,137,"2,22%",137,NA,14,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
16,LACROIX Christophe,248,"4,02%",248,NA,4,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
17,OLDENHOVE de GUERTECHIN Florine,197,"3,20%",197,NA,7,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
18,DELGOF Maël,120,"1,95%",120,NA,17,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
19,DELMARCELLE - GANHY Christine,184,"2,98%",184,NA,8,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
20,VAN RAVESTYN Emmanuel,118,"1,91%",118,NA,18,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
21,BAYET - RASE Marie-Thérèse,152,"2,47%",152,NA,12,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
22,NOLET Denis,202,"3,28%",202,NA,6,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
23,MOINNET - JOIRET Isabelle,389,"6,31%",389,5,NA,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
24,DELADRIÈRE - LATHURAZ Marc,173,"2,81%",173,NA,10,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
25,GOFFIN Paul,252,"4,09%",252,NA,3,Eghezée,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=11,Eghezée-IC
1,VAN ROY Dominique,1.392,"10,81%",1.392,2,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
2,SIMON - HENIN Catherine,722,"5,61%",722,5,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
3,DUBUISSON Michel,968,"7,52%",968,3,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
4,DEBEHOGNE - HANCE Véronique,532,"4,13%",532,8,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
5,COLLIGNON Stéphane,939,"7,29%",939,4,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
6,MARTIN Marine,417,"3,24%",417,13,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
7,ABSIL Luc,583,"4,53%",583,6,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
8,LEQUEUX Audrey,377,"2,93%",377,NA,3,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
9,JACQUEMIN Thierry,473,"3,67%",473,10,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
10,ALDRIC - THOMAS Béatrice,248,"1,93%",248,NA,7,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
11,HOUGARDY David,533,"4,14%",533,7,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
12,BELLE-DUCHÊNE - TREMUTH Nathalie,297,"2,31%",297,NA,5,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
13,de BEER de LAER Fabian,443,"3,44%",443,12,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
14,PARIS - CLOOTS Audrey,221,"1,72%",221,NA,8,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
15,SCHLEYPEN Michel,177,"1,37%",177,NA,10,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
16,WALRANT Christelle,206,"1,60%",206,NA,9,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
17,RADART Florentin,386,3%,386,NA,2,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
18,LEJEUNE Mado,90,"0,70%",90,NA,12,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
19,DEJARDIN Vincent,460,"3,57%",460,11,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
20,LEPOUTRE Kidist,278,"2,16%",278,NA,6,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
21,COOREMANS Jérôme,337,"2,62%",337,NA,4,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
22,MATHIEU - FABRIS Jessica,110,"0,85%",110,NA,11,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
23,LOBET Michaël,520,"4,04%",520,9,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
24,GOFFIN Joséphine,395,"3,07%",395,NA,1,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
25,DELHAISE Rudi,1.773,"13,77%",1.773,1,NA,Eghezée,EPV,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92035&party=97,Eghezée-EPV
1,MEURIS Jérôme,353,"12,36%",353,1,NA,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
2,BOUTRY Cathy,187,"6,55%",187,NA,1,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
3,MARCÉLIS Fabrice,129,"4,52%",129,NA,11,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
4,LISON Gwendoline,184,"6,44%",184,NA,2,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
5,DEMETS Xavier,193,"6,76%",193,3,NA,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
6,DEMEYER Ingrid,131,"4,59%",131,NA,10,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
7,VERPLANCKEN Dave,167,"5,85%",167,NA,4,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
8,CAULIER Natacha,179,"6,27%",179,NA,3,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
9,VAN BUTSELE Florian,147,"5,15%",147,NA,8,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
10,WENDERICKX Danielle,115,"4,03%",115,NA,14,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
11,BOISDENGHIEN Vincent,162,"5,67%",162,NA,5,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
12,FRESSON Aurore,158,"5,53%",158,NA,6,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
13,LIEBAUT Geert,124,"4,34%",124,NA,13,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
14,LECLERCQ Nathalie,127,"4,45%",127,NA,12,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
15,JURQUIN Christian,158,"5,53%",158,NA,7,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
16,MASURE-DELESTREE Annie,146,"5,11%",146,NA,9,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
17,RENARD Vincent,196,"6,86%",196,2,NA,Ellezelles,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=5,Ellezelles-MR
1,OTTEN François,139,"12,05%",139,2,NA,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
2,COPPÉE Isabelle,151,"13,08%",151,1,NA,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
3,VAN DILLE Geoffrey,95,"8,23%",95,NA,2,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
4,GRANDJEAN Valérie,99,"8,58%",99,NA,1,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
5,FOUBERT Stephane,41,"3,55%",41,NA,11,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
6,JOYEUX Alexandra,74,"6,41%",74,NA,4,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
7,RIHOUX Bruno,65,"5,63%",65,NA,6,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
8,DAIKOUK Nora,60,"5,20%",60,NA,7,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
9,TUNSTALL Guy,69,"5,98%",69,NA,5,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
10,QUITTELIER Laurence,80,"6,93%",80,NA,3,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
11,DUBUIS Sylvain,38,"3,29%",38,NA,13,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
12,MEGANCK Anne-Marie,43,"3,73%",43,NA,10,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
13,FRANCART Gaëtan,27,"2,34%",27,NA,15,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
14,RESTEIGNE Mireille,41,"3,55%",41,NA,12,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
15,SALESSE Jean-Marie,33,"2,86%",33,NA,14,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
16,ROMAN Edith,55,"4,77%",55,NA,8,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
17,HEYMANS Hugo,44,"3,81%",44,NA,9,Ellezelles,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=6,Ellezelles-ECOLO
1,RASSON Dany,455,"13,32%",455,1,NA,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
2,PATERNOTTE Valérie,167,"4,89%",167,NA,6,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
3,BUIDIN Etienne,346,"10,13%",346,2,NA,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
4,COUCHEMENT Francine,188,"5,50%",188,NA,3,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
5,DELBOUVRY Didier,330,"9,66%",330,3,NA,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
6,RONSSE Françoise,115,"3,37%",115,NA,10,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
7,DESTERKE Fabrice,254,"7,43%",254,NA,1,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
8,HUGÉ Vinciane,166,"4,86%",166,NA,7,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
9,HERBECQ Nicolas,182,"5,33%",182,NA,4,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
10,BURY Geneviève,170,"4,98%",170,NA,5,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
11,MUYS Kurt,120,"3,51%",120,NA,9,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
12,VANDAM Catherine,92,"2,69%",92,NA,13,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
13,BAETENS Joël,218,"6,38%",218,NA,2,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
14,CORNIL Viviane,137,"4,01%",137,NA,8,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
15,DELACUVELLERIE Luc,105,"3,07%",105,NA,11,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
16,LALINE Manuela,104,"3,04%",104,NA,12,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
17,BOURLET José,268,"7,84%",268,4,NA,Ellezelles,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=8,Ellezelles-PS
1,CAUCHIE Ides,1.051,"16,06%",1.051,1,NA,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
2,VANHEUVERSWIJN - SPILEERS Christine,402,"6,14%",402,7,NA,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
3,BOITTE Alexandre,507,"7,75%",507,2,NA,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
4,LEJOUR Pascaline,447,"6,83%",447,4,NA,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
5,HUSTACHE Frédéric,394,"6,02%",394,8,NA,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
6,LEGHAIT - LOSSIGNOL Claudine,287,"4,38%",287,NA,4,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
7,VANTRIMPONT Jean-Denis,383,"5,85%",383,NA,1,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
8,BAUWENS - CORBISIER Monique,194,"2,96%",194,NA,9,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
9,DECROÏE Michel,231,"3,53%",231,NA,6,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
10,CARREZ - LEDOUX Claudine,216,"3,30%",216,NA,8,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
11,DERAMÉE Jean-Baptiste,424,"6,48%",424,5,NA,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
12,TAELMAN Hélène,246,"3,76%",246,NA,5,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
13,VANDERHAEGEN Jérôme,336,"5,13%",336,NA,3,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
14,BELLINCK Ann,223,"3,41%",223,NA,7,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
15,DESCHAMPS Hubert,340,"5,19%",340,NA,2,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
16,LENOIR Aurore,414,"6,32%",414,6,NA,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
17,BLIN Dany,451,"6,89%",451,3,NA,Ellezelles,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM51017&party=19,Ellezelles-LB
1,PARY-MILLE Florine,414,"13,14%",414,1,NA,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
2,RUSSO Sébastien,195,"6,19%",195,NA,1,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
3,DEVILLE Annelise,231,"7,33%",231,2,NA,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
4,HEER Alexandre,117,"3,71%",117,NA,10,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
5,CHEVALIER-VANDEROOST Marie-Christine,118,"3,74%",118,NA,9,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
6,CHIHANI Saïd,82,"2,60%",82,NA,19,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
7,COULON Nathalie,127,"4,03%",127,NA,5,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
8,LEPLAE Philippe,92,"2,92%",92,NA,16,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
9,LEBLON Catherine,123,"3,90%",123,NA,7,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
10,LEJEUNE Fabrice,109,"3,46%",109,NA,12,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
11,APPELMANS-GRANDIN Danielle,84,"2,67%",84,NA,18,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
12,BAUDOUX Jean François,142,"4,51%",142,NA,2,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
13,PEEREMAN Isabelle,119,"3,78%",119,NA,8,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
14,STROBBE Christian,82,"2,60%",82,NA,20,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
15,DENIS-MEERSSCHAUT Marianne,102,"3,24%",102,NA,15,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
16,TRESEGNIE Michel,88,"2,79%",88,NA,17,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
17,DEFRAENE Natacha,127,"4,03%",127,NA,6,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
18,THIBAUT Sébastien,114,"3,62%",114,NA,11,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
19,DEBOECK Maud,107,"3,40%",107,NA,13,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
20,PARY Thomas,129,"4,09%",129,NA,4,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
21,DEHERDER-VANDENABEELE Martine,103,"3,27%",103,NA,14,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
22,DEGLAS Christian,137,"4,35%",137,NA,3,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
23,STREYDIO Philippe,209,"6,63%",209,3,NA,Enghien,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=5,Enghien-MR
1,SAINT-AMAND Olivier,1.634,"18,18%",1.634,1,NA,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
2,LINARD Bénédicte,606,"6,74%",606,2,NA,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
3,HILLEWAERT Pascal,411,"4,57%",411,7,NA,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
4,EGGERMONT Dominique,381,"4,24%",381,9,NA,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
5,DE BRABANDERE Stephan,433,"4,82%",433,5,NA,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
6,VAST Nathalie,545,"6,06%",545,3,NA,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
7,DECLERCQ François,320,"3,56%",320,NA,2,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
8,MALCHAIR Laure,294,"3,27%",294,NA,6,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
9,MEDAETS Christophe,190,"2,11%",190,NA,14,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
10,DENEYER Virginie,299,"3,33%",299,NA,5,Enghien,LB ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM55010&party=427,Enghien-LB ECOLO
