Nr,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
4,STIERS Anne,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
5,PASSALACQUA Loris,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
6,FONTIGNIE Charlotte,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
7,BENOMRAN Karim,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
8,MARRÉ Brigitte,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
9,GILIAN Francis,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
10,GRAINDORGE Stéphanie,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
11,CESAR Luc,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
12,TABURIAUX Florence,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
13,CHAUSTEUR Henri,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
14,MEURANT Renée,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
15,DOUILLEZ Bertrand,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
16,DUPONT-LIGNY Geneviève,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
17,BODEUX Bernard,0,0%,0,NA,NA,Morlanwelz,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=5,Morlanwelz-11 LB
1,MOUREAU Christian,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
2,INCANNELA Josée,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
3,DEVILLERS François,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
4,CANTIGNEAUX Géraldine,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
5,FACCO Giorgio,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
6,STAGNO Mirella,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
7,ALEV Nebih,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
8,FACCO Elisa,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
9,DENEUFBOURG Jean-Charles,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
10,BROGNIET Cathy,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
11,MATTIA Gérard,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
12,MENCACCINI Valeria,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
13,SCHEIRELINCK Frédéric,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
14,COPIENNE Isabelle,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
15,ABDELOUAHAD Mustapha,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
16,LI PUMA Rosy,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
17,MPASINAS Alexandre,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
18,DEVLIEGER Nathalie,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
19,CHEVALIER Logan,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
20,CANNAROZZO Angelina,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
21,DI RUPO Rodrigue,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
22,VILAIN Sandra,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
23,CAMBIER Eric,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
24,TASCA Ines,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
25,BONNECHÈRE Thierry,0,0%,0,NA,NA,Morlanwelz,PS,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=8,Morlanwelz-11 LB
1,LHEUREUX Alexandre,0,0%,0,NA,NA,Morlanwelz,AGIR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=79,Morlanwelz-11 LB
2,MERLA Jessica,0,0%,0,NA,NA,Morlanwelz,AGIR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=79,Morlanwelz-11 LB
3,GUARELLA Marco,0,0%,0,NA,NA,Morlanwelz,AGIR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=79,Morlanwelz-11 LB
4,GELAY Killiane,0,0%,0,NA,NA,Morlanwelz,AGIR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=79,Morlanwelz-11 LB
5,van AERT Bruno,0,0%,0,NA,NA,Morlanwelz,AGIR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=79,Morlanwelz-11 LB
1,CHIAVETTA Salvatore,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
2,MATYSIAK Carine,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
3,BUSQUIN Philippe,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
4,BAUDOUX Emmanuelle,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
5,DENDOOVEN Damien,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
6,SORNASSE Dominique,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
7,LIÉNARD Kevin,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
8,LECLERCQ Zoé,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
9,WYNANTS Sébastien,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
10,BAIZE Lucie,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
11,DEPERSENAIRE Emmanuel,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
12,ROOSELS Fanny,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
13,HAMACHE Mourad,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
14,DELVAUX Suzanne,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
15,ALAIMO Francesco,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
16,VANDERSCHUEREN Magali,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
17,BOULVIN Luc-Bernard,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
18,DUFER Liliane,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
19,CASTELLO Gaetano,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
20,MOTTE Laurence,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
21,METENS Arnaud,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
22,BERGIERS Danielle,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
23,MONIN Thierry,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
24,POURBAIX DUBOIS Madeleine,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
25,LEURQUIN Laurent,0,0%,0,NA,NA,Morlanwelz,100% Citoyen,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=447,Morlanwelz-11 LB
1,MAIRESSE Marceau,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
2,DEPPE Muriel,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
3,HOFF Jean-Marie,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
4,TERRIER Michèle,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
5,BUSQUIN Pierre,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
6,BABUSIAUX Amandine,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
7,SACCO Calogero,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
8,FORYS Aurélie,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
9,ENGIN Bernard,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
10,CAMBIER Séréna,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
11,LICATA Filippo,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
12,BRUNIAU Sybille,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
13,SCHEIRELINCKX Miguel,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
14,MOEUTHWIL Séverine,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
15,BUJA Sébastien,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
16,HERMANT Mélanie,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
17,CORDARO Joachim,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
18,FONTANAZZA Enza,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
19,FRÈRE Didier,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
20,LEOSKOOL Lisiane,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
21,CAPPETTA Angelo,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
22,BONNY Malory,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
23,DELCOURT Mike,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
24,ZINGARELLO Aurélie,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
25,BONNECHERE Philippe,0,0%,0,NA,NA,Morlanwelz,M+,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM56087&party=448,Morlanwelz-11 LB
1,BRACAVAL Philippe,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
2,LOCQUET Kathy,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
3,CASTEL Marc,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
4,VANDENBROUCKE Martine,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
5,VACCARI David,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
6,HINNEKENS Marjorie,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
7,CARRETTE Maxime,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
8,D'haene Eliane,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
9,CATTEAU Sébastien,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
10,DEPAUW Isabelle,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
11,VANDERSTEENE Jean-François,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
12,OMARI Khadija,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
13,HOVELAQUE Paul,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
14,CALLEWAERT Martine,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
15,GILQUEL David,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
16,PYRGIES Justine,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
17,GHESQUIERE Ronald,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
18,SOENENS Sylvie,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
19,JULIEN Philippe,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
20,LADOE Pauline,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
21,STICHELBOUT Philippe,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
22,MUSUMECCI Murielle,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
23,DESNEULIN Patrice,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
24,VANWYMELBEKE Isabelle,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
25,DOMECYN Alexandre,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
26,DESLOOVER Marie-Annick,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
27,DEFRISE William,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
28,DUPONT Edwige,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
29,STOCK Laurent,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
30,MONTEYNE Bérengère,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
31,HACHMI Kamel,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
32,EGGERMONT Belinda,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
33,BARROO Bernard,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
34,CARTON Laurence,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
35,AYDIN Sheno,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
36,RYCKOORT Vanessa,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
37,BAILLY Logan,0,0%,0,NA,NA,Mouscron,MR,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=5,Mouscron-11 LB
1,VARRASSE Simon,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
2,DELTOUR Chloé,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
3,TERRYN Sylvain,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
4,HOSSEY Gaëlle,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
5,VANDERSTEENE Anthony,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
6,GRIFFO Laura,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
7,LECONTE Félix,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
8,NUTTENS Rebecca,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
9,AMELOOT Alexandre,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
10,ROGGHE Anne-Sophie,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
11,GEORIS Grégoire,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
12,HALIMI Fabienne,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
13,MAES Fred,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
14,MALVOISIN Hélène,0,0%,0,NA,NA,Mouscron,ECOLO,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM54007&party=6,Mouscron-11 LB
