numero,liste,resultat_2019,resultat_2014,pourcent_2019,pourcent_2014,evolution_en_pourcent,commune,lien,INS,Entités administratives,Langue,Administratieve eenheden,Province,Region
NA,CIM,-,1,-,"0,07%",-,Trois-Ponts,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63086,63086,Trois-Ponts,F,Trois-Ponts,Province de Liège,RÉGION WALLONNE
NA,ISLAM,-,2,-,"0,13%",-,Trois-Ponts,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63086,63086,Trois-Ponts,F,Trois-Ponts,Province de Liège,RÉGION WALLONNE
2,ECOLO,3.934,2.404,"14,45%","8,44%","+6,01%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
5,CDH,2.333,4.531,"8,57%","15,90%","-7,33%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
6,MR,4.798,6.585,"17,62%","23,11%","-5,48%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
7,PARTI POPULAIRE,1.430,2.559,"5,25%","8,98%","-3,73%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
9,VLAAMS BELANG,140,-,"0,51%",-,-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
11,DéFI,913,-,"3,35%",-,"+1,34%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,FDF,-,574,-,"2,01%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
12,PTB,4.811,-,"17,67%",-,"+12,01%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,PTB-GO !,-,1.612,-,"5,66%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
13,LISTES DESTEXHE,357,-,"1,31%",-,-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
17,PS,6.991,8.229,"25,68%","28,87%","-3,20%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
20,DierAnimal,282,-,"1,04%",-,-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
21,LA DROITE,182,303,"0,67%","1,06%","-0,39%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
22,LES BELGES D'ABORD,510,-,"1,87%",-,-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
23,NATION,90,81,"0,33%","0,28%","+0,05%",Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
24,WALLONIE INSOUMISE,140,-,"0,51%",-,-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
25,Collectif Citoyen,317,-,"1,16%",-,-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,MG,-,58,-,"0,20%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,Debout les Belges,-,439,-,"1,54%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,VLC,-,107,-,"0,38%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,B.U.B.-BELG.UNIE,-,70,-,"0,25%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,WALLONIE D'ABORD,-,193,-,"0,68%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,PIRATE,-,108,-,"0,38%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,FW,-,11,-,"0,04%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,PP PARTIPENSIONNES,-,199,-,"0,70%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,R.W.F.,-,81,-,"0,28%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,CIM,-,15,-,"0,05%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
NA,ISLAM,-,340,-,"1,19%",-,Verviers,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63079,63079,Verviers,F,Verviers,Province de Liège,RÉGION WALLONNE
2,ECOLO,648,390,"14,66%","8,86%","+5,80%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
5,CDH,741,787,"16,77%","17,88%","-1,11%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
6,MR,1.283,1.705,"29,03%","38,73%","-9,70%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
7,PARTI POPULAIRE,228,417,"5,16%","9,47%","-4,31%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
9,VLAAMS BELANG,41,-,"0,93%",-,-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
11,DéFI,151,-,"3,42%",-,"+1,92%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,FDF,-,66,-,"1,50%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
12,PTB,552,-,"12,49%",-,"+9,40%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,PTB-GO !,-,136,-,"3,09%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
13,LISTES DESTEXHE,71,-,"1,61%",-,-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
17,PS,461,673,"10,43%","15,29%","-4,86%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
20,DierAnimal,40,-,"0,91%",-,-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
21,LA DROITE,45,57,"1,02%","1,29%","-0,28%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
22,LES BELGES D'ABORD,66,-,"1,49%",-,-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
23,NATION,13,8,"0,29%","0,18%","+0,11%",Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
24,WALLONIE INSOUMISE,25,-,"0,57%",-,-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
25,Collectif Citoyen,54,-,"1,22%",-,-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,MG,-,6,-,"0,14%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,Debout les Belges,-,57,-,"1,29%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,VLC,-,2,-,"0,05%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,B.U.B.-BELG.UNIE,-,10,-,"0,23%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,WALLONIE D'ABORD,-,27,-,"0,61%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,PIRATE,-,16,-,"0,36%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,FW,-,4,-,"0,09%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,PP PARTIPENSIONNES,-,16,-,"0,36%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,R.W.F.,-,19,-,"0,43%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,CIM,-,1,-,"0,02%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
NA,ISLAM,-,5,-,"0,11%",-,Waimes,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63080,63080,Waimes,F,Weismes,Province de Liège,RÉGION WALLONNE
2,ECOLO,994,496,"17,04%","8,52%","+8,52%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
5,CDH,609,1.094,"10,44%","18,80%","-8,36%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
6,MR,1.400,1.703,"24,00%","29,26%","-5,26%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
7,PARTI POPULAIRE,267,303,"4,58%","5,21%","-0,63%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
9,VLAAMS BELANG,36,-,"0,62%",-,-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
11,DéFI,226,-,"3,87%",-,"+2,02%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,FDF,-,108,-,"1,86%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
12,PTB,722,-,"12,38%",-,"+8,46%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,PTB-GO !,-,228,-,"3,92%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
13,LISTES DESTEXHE,92,-,"1,58%",-,-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
17,PS,1.180,1.546,"20,23%","26,56%","-6,33%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
20,DierAnimal,49,-,"0,84%",-,-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
21,LA DROITE,39,97,"0,67%","1,67%","-1,00%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
22,LES BELGES D'ABORD,107,-,"1,83%",-,-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
23,NATION,19,13,"0,33%","0,22%","+0,10%",Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
24,WALLONIE INSOUMISE,20,-,"0,34%",-,-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
25,Collectif Citoyen,73,-,"1,25%",-,-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,MG,-,5,-,"0,09%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,Debout les Belges,-,55,-,"0,95%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,VLC,-,26,-,"0,45%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,B.U.B.-BELG.UNIE,-,7,-,"0,12%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,WALLONIE D'ABORD,-,52,-,"0,89%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,PIRATE,-,36,-,"0,62%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,FW,-,4,-,"0,07%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,PP PARTIPENSIONNES,-,19,-,"0,33%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,R.W.F.,-,14,-,"0,24%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,CIM,-,2,-,"0,03%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
NA,ISLAM,-,12,-,"0,21%",-,Welkenraedt,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX63084,63084,Welkenraedt,F,Welkenraedt,Province de Liège,RÉGION WALLONNE
2,ECOLO,245,160,"12,52%","8,46%","+4,06%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
5,CDH,126,243,"6,44%","12,85%","-6,41%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
6,MR,366,401,"18,70%","21,21%","-2,50%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
7,PARTI POPULAIRE,59,80,"3,01%","4,23%","-1,22%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
9,VLAAMS BELANG,30,-,"1,53%",-,-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
11,DéFI,65,-,"3,32%",-,"+1,21%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,FDF,-,40,-,"2,12%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
12,PTB,311,-,"15,89%",-,"+10,13%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,PTB-GO !,-,109,-,"5,76%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
13,LISTES DESTEXHE,25,-,"1,28%",-,-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
17,PS,578,749,"29,54%","39,61%","-10,07%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
20,DierAnimal,44,-,"2,25%",-,-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
21,LA DROITE,12,27,"0,61%","1,43%","-0,81%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
22,LES BELGES D'ABORD,47,-,"2,40%",-,-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
23,NATION,8,6,"0,41%","0,32%","+0,09%",Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
24,WALLONIE INSOUMISE,18,-,"0,92%",-,-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
25,Collectif Citoyen,23,-,"1,18%",-,-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,MG,-,0,-,"0,00%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,Debout les Belges,-,30,-,"1,59%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,VLC,-,2,-,"0,11%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,B.U.B.-BELG.UNIE,-,2,-,"0,11%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,WALLONIE D'ABORD,-,18,-,"0,95%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,PIRATE,-,13,-,"0,69%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,FW,-,1,-,"0,05%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,PP PARTIPENSIONNES,-,5,-,"0,26%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,R.W.F.,-,2,-,"0,11%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,CIM,-,0,-,"0,00%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
NA,ISLAM,-,3,-,"0,16%",-,Berloz,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64008,64008,Berloz,F,Berloz,Province de Liège,RÉGION WALLONNE
2,ECOLO,699,415,"17,45%","10,76%","+6,70%",Braives,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64015,64015,Braives,F,Braives,Province de Liège,RÉGION WALLONNE
5,CDH,310,448,"7,74%","11,61%","-3,87%",Braives,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64015,64015,Braives,F,Braives,Province de Liège,RÉGION WALLONNE
6,MR,943,1.218,"23,55%","31,57%","-8,03%",Braives,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64015,64015,Braives,F,Braives,Province de Liège,RÉGION WALLONNE
7,PARTI POPULAIRE,119,136,"2,97%","3,53%","-0,55%",Braives,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64015,64015,Braives,F,Braives,Province de Liège,RÉGION WALLONNE
9,VLAAMS BELANG,26,-,"0,65%",-,-,Braives,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64015,64015,Braives,F,Braives,Province de Liège,RÉGION WALLONNE
11,DéFI,227,-,"5,67%",-,"+2,40%",Braives,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64015,64015,Braives,F,Braives,Province de Liège,RÉGION WALLONNE
NA,FDF,-,126,-,"3,27%",-,Braives,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX64015,64015,Braives,F,Braives,Province de Liège,RÉGION WALLONNE
